n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1992 | fa_1993 | fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1992 | all_1993 | all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
161 | Labrador, Allan Wayne | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 5 | 8 | 2011 | 15 | 45 | 2016 | 0 | 1 | 0 | 2 | 0 | 2 | 0 | 1 | 0 | 2 | 0 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 4 | 0 | 6 | 1 | 4 | 1 | 2 | 2 | 7 | 0 | 5 | 2 | 6 | 1 | 1 | 5 | 1 | 3 | 1 | 3 | 1 | 2 | 0 | 2 |
162 | Shrauner, Jay Arthur | PRINCETON UNIVERSITY | 1997 | male | 2 | 1 | 1998 | 4 | 1 | 1998 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
163 | Hunter, Todd Russell | Smithsonian Astrophysical Observatory, 60 Garden St. MS-78, Cambridge, MA 02178, USA | 1997 | male | 6 | 11 | 2017 | 15 | 78 | 2017 | 1 | 0 | 1 | 1 | 1 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 |  1 | 1 | 3 | 4 | 3 | 3 | 5 | 4 | 1 | 4 | 2 | 1 | 8 | 4 | 4 | 10 | 3 | 4 | 0 | 5 | 3 | 5 | 3 | 7 | 3 |
164 | Spickler, Philip Todd | THE COLLEGE OF WILLIAM AND MARY | 1997 | male | 2 | 0 | 1997 | 2 | 0 | 1997 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
165 | Tripp, Todd Maitland | THE UNIVERSITY OF WISCONSIN - MADISON | 1997 | male | 6 | 11 | 2012 | 11 | 98 | 2017 | 0 | 1 | 2 | 0 | 1 | 2 | 1 | 0 | 2 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 2 | 3 | 1 | 1 | 4 | 3 | 3 | 6 | 8 | 7 | 2 | 5 | 9 | 10 | 2 | 4 | 1 | 4 | 10 | 5 | 8 | 4 | 1 | 5 |
166 | Klinglesmith, Michael | UNIVERSITY OF CALIFORNIA, SAN DIEGO | 1997 | male | 1 | 0 | 1997 | 5 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
167 | Hahn, Joseph Michael | UNIVERSITY OF NOTRE DAME | 1997 | male | 3 | 12 | 2014 | 9 | 75 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 |  1 | 0 | 1 | 2 | 3 | 2 | 3 | 1 | 2 | 0 | 1 | 4 | 1 | 3 | 0 | 1 | 1 | 1 | 1 | 1 | 8 | 12 | 15 | 12 | 5 |
168 | Fridman, Tema | RUTGERS THE STATE UNIVERSITY OF NEW JERSEY - NEW BRUNSWICK | 1997 | male | 2 | 0 | 1997 | 3 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
169 | Tremblay, Joseph Benoi T. | RUTGERS THE STATE UNIVERSITY OF NEW JERSEY - NEW BRUNSWICK | 1997 | male | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
170 | Tufte, Stephen Louis | THE UNIVERSITY OF WISCONSIN - MADISON | 1997 | male | 1 | 2 | 2002 | 3 | 19 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 1 | 4 | 3 | 4 | 4 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
171 | Stolovy, Susan Renee | CORNELL UNIVERSITY | 1997 | female | 2 | 1 | 1998 | 5 | 53 | 2015 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 2 | 2 | 2 | 0 | 0 | 4 | 0 | 2 | 10 | 7 | 4 | 4 | 3 | 4 | 5 | 4 | 0 | 0 | 1 | 3 | 0 |
172 | Glukhov, Vyacheslav Sergeevich | STANFORD UNIVERSITY | 1997 | male | 5 | 0 | 1997 | 6 | 1 | 2010 | 1 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 2 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
173 | Berger, Thomas Edward | STANFORD UNIVERSITY | 1997 | male | 3 | 20 | 2017 | 4 | 100 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 2 | 0 | 1 | 1 | 2 | 2 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 2 | 0 | 0 | 1 | 1 |  0 | 0 | 0 | 1 | 2 | 1 | 2 | 5 | 1 | 3 | 1 | 5 | 3 | 3 | 3 | 11 | 9 | 4 | 8 | 5 | 13 | 7 | 2 | 7 | 6 |
174 | Smith, William Christopher | PRINCETON UNIVERSITY | 1997 | male | 1 | 0 | 1997 | 1 | 1 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
175 | Rhoads, James Ely | PRINCETON UNIVERSITY | 1997 | male | 4 | 19 | 2014 | 15 | 142 | 2017 | 0 | 0 | 1 | 0 | 1 | 2 | 2 | 2 | 2 | 3 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 2 | 0 | 0 |  3 | 1 | 1 | 2 | 3 | 5 | 3 | 5 | 2 | 5 | 2 | 13 | 15 | 13 | 14 | 9 | 5 | 13 | 5 | 10 | 9 | 5 | 6 | 1 | 5 |
176 | Fang, Fan | UNIVERSITY OF VIRGINIA | 1997 | male | 3 | 3 | 2006 | 4 | 43 | 2009 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 2 | 3 | 0 | 0 | 1 | 0 | 1 | 7 | 6 | 13 | 6 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
177 | Chandran, Benjamin Divakar Giles | PRINCETON UNIVERSITY | 1997 | male | 4 | 31 | 2015 | 4 | 69 | 2017 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 3 | 2 | 1 | 1 | 5 | 2 | 0 | 1 | 3 | 3 | 3 | 1 | 0 | 1 | 0 | 2 | 0 |  0 | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 4 | 3 | 1 | 1 | 5 | 3 | 0 | 1 | 5 | 6 | 8 | 1 | 2 | 10 | 5 | 5 | 5 |
178 | Akeson, Rachel Lynn | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | female | 4 | 14 | 2014 | 6 | 64 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 1 | 2 | 0 | 0 |  0 | 1 | 0 | 1 | 2 | 2 | 1 | 1 | 2 | 3 | 3 | 5 | 2 | 7 | 2 | 7 | 5 | 6 | 2 | 4 | 3 | 2 | 4 | 1 | 2 |
179 | Boffi, Francesca R. | Space Telescope Science Institute | 1997 | female | 3 | 2 | 1999 | 6 | 4 | 2007 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 3 | 1 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
180 | Shiefman, Joseph | THE UNIVERSITY OF ARIZONA | 1997 | male | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
181 | Convery, Mary Elizabeth | CASE WESTERN RESERVE UNIVERSITY | 1997 | female | 1 | 0 | 1997 | 2 | 6 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 3 | 0 | 0 | 0 | 0 |
182 | Korpela, Eric John | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | male | 2 | 7 | 2015 | 3 | 70 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 5 | 3 | 6 | 11 | 3 | 0 | 2 | 1 | 9 | 5 | 5 | 3 | 3 | 2 | 3 | 4 | 0 | 4 | 1 |
183 | Lebeau, Raymond Paul, Jr. | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 1997 | male | 1 | 0 | 1997 | 3 | 5 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
184 | Cheng, Wai Yan | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1997 | male | 1 | 1 | 2005 | 3 | 10 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 2 |
185 | Kim, Sunme | UNIVERSITY OF CINCINNATI | 1997 | None | 21 | 74 | 2017 | 42 | 359 | 2017 | 4 | 3 | 2 | 1 | 3 | 8 | 6 | 6 | 1 | 3 | 5 | 3 | 6 | 5 | 4 | 6 | 3 | 5 | 2 | 2 | 8 | 3 | 2 | 1 | 1 |  13 | 5 | 3 | 2 | 5 | 14 | 12 | 16 | 6 | 14 | 13 | 14 | 24 | 13 | 23 | 22 | 24 | 19 | 21 | 20 | 20 | 14 | 19 | 31 | 22 |
186 | Boboltz, David Allen, Jr. | VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY | 1997 | male | 3 | 10 | 2007 | 5 | 39 | 2016 | 0 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 1 | 1 | 3 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 0 | 0 | 3 | 1 | 1 | 3 | 2 | 0 | 3 | 1 | 4 | 3 | 4 | 5 | 2 | 3 | 3 | 0 | 2 | 0 | 1 | 1 |
187 | Loranz, Daniel J. | MONTANA STATE UNIVERSITY | 1997 | male | 3 | 0 | 1997 | 4 | 0 | 1997 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
188 | Muller, Hans-Reinhard | DARTMOUTH COLLEGE | 1997 | male | 1 | 0 | 1997 | 5 | 59 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 2 | 4 | 4 | 4 | 5 | 4 | 1 | 4 | 2 | 6 | 4 | 2 | 3 | 5 | 1 | 5 | 2 |
189 | Guilfoyle, Brendan Sean | THE UNIVERSITY OF TEXAS AT AUSTIN | 1997 | male | 1 | 4 | 2005 | 1 | 4 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
190 | Cummings, Alan Keith | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | male | 1 | 0 | 1997 | 4 | 4 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
191 | Villarin, Jose Tizon | GEORGIA INSTITUTE OF TECHNOLOGY | 1997 | male | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
192 | Vitt, Francis M. | UNIVERSITY OF KANSAS | 1997 | male | 1 | 2 | 2000 | 1 | 4 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
193 | Ryan, Fintan Danh | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 7 | 0 | 1997 | 7 | 0 | 1997 | 0 | 0 | 0 | 2 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
194 | Smith, John Allyn | FLORIDA INSTITUTE OF TECHNOLOGY | 1997 | male | 4 | 3 | 2003 | 12 | 87 | 2017 | 0 | 2 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 1 | 2 | 1 | 6 | 1 | 3 | 9 | 5 | 5 | 9 | 9 | 7 | 13 | 8 | 1 | 2 | 2 | 1 | 3 | 4 | 0 | 2 | 2 |
195 | He, Lida | RENSSELAER POLYTECHNIC INSTITUTE | 1997 | female | 3 | 1 | 2004 | 5 | 5 | 2017 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 1 | 0 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
196 | Anderson, Albert Jay | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | male | 2 | 2 | 2012 | 4 | 22 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 1 | 0 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 4 | 3 | 2 | 5 | 0 |
197 | Bautista, Manuel Arcesio | THE OHIO STATE UNIVERSITY | 1997 | male | 11 | 25 | 2015 | 12 | 87 | 2017 | 0 | 0 | 1 | 3 | 3 | 4 | 3 | 3 | 1 | 2 | 1 | 1 | 3 | 0 | 1 | 1 | 0 | 3 | 3 | 1 | 0 | 1 | 0 | 1 | 0 |  0 | 0 | 1 | 3 | 3 | 5 | 3 | 4 | 2 | 5 | 2 | 5 | 6 | 4 | 1 | 2 | 3 | 16 | 9 | 7 | 3 | 5 | 3 | 2 | 4 |
198 | Tiede, Glenn Paul | THE OHIO STATE UNIVERSITY | 1997 | male | 4 | 2 | 2004 | 5 | 16 | 2007 | 0 | 0 | 0 | 1 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 3 | 0 | 2 | 2 | 0 | 1 | 3 | 5 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
199 | Wilkin, Francis Patrick | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | male | 2 | 5 | 2003 | 3 | 8 | 2012 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
200 | Yu, Theodore Tsu-Sheng | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | male | 2 | 1 | 2009 | 2 | 5 | 2013 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
201 | Pojman, Joseph Robert | THE UNIVERSITY OF TEXAS AT AUSTIN | 1997 | male | 1 | 0 | 1997 | 2 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
202 | Freeman, Peter Edward | THE UNIVERSITY OF CHICAGO | 1997 | male | 1 | 7 | 2017 | 1 | 31 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 3 | 0 | 2 | 1 | 1 | 0 | 1 | 5 | 1 | 2 | 1 | 1 | 1 | 3 | 3 |
203 | Hooper, Eric Jon | THE UNIVERSITY OF ARIZONA | 1997 | male | 4 | 1 | 1998 | 6 | 17 | 2015 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 1 | 3 | 2 | 1 | 4 | 2 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 1 | 0 |
204 | Krishnan, Tracy Dawn | CLEMSON UNIVERSITY | 1997 | female | 1 | 0 | 1997 | 4 | 1 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
205 | Muller, Karen Regina | DARTMOUTH COLLEGE | 1997 | female | 1 | 0 | 1997 | 1 | 12 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 2 | 2 | 0 |
206 | Kim, Ju-Hong | STATE UNIVERSITY OF NEW YORK AT STONY BROOK | 1997 | None | 4 | 8 | 2011 | 8 | 144 | 2017 | 0 | 2 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 1 | 2 | 1 | 1 | 2 | 5 | 1 | 5 | 6 | 8 | 2 | 2 | 3 | 3 | 9 | 5 | 3 | 9 | 10 | 10 | 6 | 10 | 33 |
207 | Budney, Charles John | UNIVERSITY OF HAWAII | 1997 | male | 1 | 1 | 1998 | 1 | 8 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 |
208 | Bryant, Peter M. | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 2 | 1 | 1999 | 4 | 3 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
209 | Wang, Kaiti | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1997 | female | 4 | 29 | 2017 | 9 | 88 | 2017 | 0 | 0 | 0 | 2 | 0 | 2 | 2 | 1 | 1 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 2 | 3 | 2 | 5 | 1 | 2 |  0 | 0 | 0 | 2 | 0 | 7 | 2 | 2 | 3 | 1 | 3 | 5 | 3 | 2 | 3 | 0 | 3 | 4 | 0 | 3 | 5 | 6 | 17 | 8 | 11 |
