n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
235 | Lewis, Aaron David | UNIVERSITY OF COLORADO AT BOULDER | 2001 | male | 2 | 4 | 2003 | 3 | 28 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 3 | 4 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 8 | 2 | 9 |
236 | Lin, Jun | UNIVERSITY OF NEW HAMPSHIRE | 2001 | male | 9 | 30 | 2015 | 15 | 107 | 2017 | 2 | 0 | 2 | 1 | 2 | 2 | 4 | 1 | 7 | 4 | 1 | 3 | 1 | 4 | 0 | 0 | 2 | 1 | 1 | 1 | 0 |  5 | 0 | 4 | 1 | 3 | 2 | 4 | 3 | 8 | 5 | 5 | 6 | 4 | 9 | 8 | 3 | 12 | 4 | 8 | 14 | 8 |
237 | McIntosh, Daniel Howard | THE UNIVERSITY OF ARIZONA | 2001 | male | 3 | 7 | 2014 | 6 | 89 | 2017 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 2 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 2 | 2 | 2 | 1 | 3 | 10 | 8 | 5 | 5 | 7 | 13 | 2 | 3 | 7 | 4 | 8 | 8 | 2 |
238 | Podariu, Silviu | KANSAS STATE UNIVERSITY | 2001 | male | 5 | 1 | 2003 | 6 | 1 | 2003 | 0 | 0 | 0 | 0 | 1 | 4 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 5 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
239 | Stephens, Andrew William | THE OHIO STATE UNIVERSITY | 2001 | male | 6 | 4 | 2006 | 10 | 32 | 2016 | 0 | 1 | 0 | 0 | 2 | 3 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 5 | 4 | 1 | 1 | 2 | 2 | 2 | 1 | 4 | 2 | 1 | 6 | 4 | 5 | 0 | 0 | 1 |
240 | Busche, Joseph Ray | UNIVERSITY OF PITTSBURGH | 2001 | male | 2 | 1 | 2005 | 3 | 3 | 2012 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |
241 | Harding, Paul | The University of Arizona | 2001 | male | 2 | 0 | 2001 | 27 | 76 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 4 | 7 | 7 | 3 | 4 | 1 | 4 | 4 | 2 | 2 | 7 | 4 | 8 | 4 | 7 | 6 | 4 | 7 | 7 | 6 |
242 | Fox, David Charles | Harvard University | 2001 | male | 5 | 1 | 2002 | 6 | 11 | 2016 | 2 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  3 | 1 | 0 | 0 | 0 | 2 | 1 | 2 | 0 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 |
243 | Hamuy, Mario Andres | The University of Arizona | 2001 | male | 9 | 9 | 2011 | 22 | 117 | 2017 | 4 | 0 | 0 | 1 | 1 | 3 | 3 | 2 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  7 | 1 | 4 | 3 | 3 | 4 | 5 | 6 | 4 | 5 | 3 | 2 | 3 | 10 | 16 | 9 | 12 | 6 | 13 | 10 | 12 |
244 | Niebur, Susan Mahan | Washington University in St. Louis | 2001 | female | 2 | 1 | 2003 | 3 | 2 | 2003 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
245 | Zucker, Daniel Benjamin | University of Washington | 2001 | male | 2 | 6 | 2007 | 6 | 79 | 2017 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 0 | 1 | 1 | 1 | 0 | 1 | 4 | 4 | 6 | 13 | 12 | 8 | 4 | 5 | 5 | 2 | 3 | 6 | 3 |
246 | Ansher, Jay Alan | The University of Iowa | 2001 | male | 1 | 0 | 2001 | 3 | 1 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
247 | Figueroa Feliciano, Enectali | Stanford University | 2001 | None | 1 | 0 | 2001 | 5 | 49 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 3 | 1 | 9 | 0 | 1 | 0 | 1 | 0 | 3 | 2 | 2 | 6 | 5 | 7 | 5 | 7 | 0 |
248 | Horner, Donald John | University of Maryland College Park | 2001 | male | 3 | 1 | 2008 | 8 | 8 | 2013 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 1 | 2 | 2 | 1 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
249 | Marfatia, Danny Mukund | THE UNIVERSITY OF WISCONSIN - MADISON | 2001 | male | 2 | 1 | 2015 | 6 | 64 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 1 | 5 | 6 | 5 | 1 | 5 | 5 | 1 | 5 | 6 | 3 | 4 | 5 | 3 | 7 | 4 | 2 |
250 | Jimenez-Garate, Mario Alberto | COLUMBIA UNIVERSITY | 2001 | male | 3 | 5 | 2005 | 5 | 8 | 2005 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 2 | 3 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
251 | Klay, Jennifer Lynn | UNIVERSITY OF CALIFORNIA, DAVIS | 2001 | female | 1 | 0 | 2001 | 1 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
252 | Fleming, Timothy Paul | University of Maryland, College Park | 2001 | male | 2 | 1 | 2003 | 2 | 2 | 2006 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
253 | Santoso, Judi | TEXAS A&M UNIVERSITY | 2001 | female | 1 | 0 | 2001 | 1 | 1 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
254 | Whiteley, Robert Jennings, Jr. | University of Hawai'i at Manoa | 2001 | male | 2 | 3 | 2004 | 8 | 12 | 2011 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 1 | 0 | 1 | 3 | 2 | 2 | 3 | 3 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
255 | Zellner, Nicolle Elisabeth Brigitte | Rensselaer Polytechnic Institute | 2001 | female | 1 | 9 | 2017 | 10 | 12 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  2 | 4 | 2 | 1 | 0 | 1 | 2 | 0 | 0 | 1 | 0 | 1 | 1 | 3 | 0 | 0 | 0 | 0 | 1 | 2 | 0 |
256 | Fuller, Jason Frank | University of Florida | 2001 | male | 1 | 2 | 2009 | 2 | 7 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 1 |
257 | Sahin, Latife | THE OHIO STATE UNIVERSITY | 2001 | female | 1 | 0 | 2001 | 1 | 6 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
258 | Elliott, Heather Alison | The University of Alabama in Huntsville | 2001 | female | 3 | 8 | 2016 | 4 | 64 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 2 |  0 | 0 | 0 | 0 | 1 | 3 | 2 | 3 | 3 | 3 | 7 | 9 | 4 | 3 | 3 | 0 | 2 | 8 | 2 | 4 | 9 |
259 | Mohr, Robert Deane, Jr. | The University of Alabama | 2001 | male | 1 | 0 | 2001 | 1 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
260 | Johnson, Kelsey E. | University of Colorado at Boulder | 2001 | female | 6 | 8 | 2015 | 8 | 71 | 2017 | 1 | 0 | 0 | 1 | 2 | 2 | 1 | 2 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  1 | 0 | 0 | 2 | 3 | 2 | 2 | 3 | 3 | 2 | 1 | 2 | 6 | 3 | 6 | 6 | 2 | 5 | 7 | 11 | 8 |
261 | Hamilton, Timothy Scott | University of Pittsburgh | 2001 | male | 2 | 4 | 2010 | 2 | 11 | 2017 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 2 | 1 | 1 |
262 | Kurosawa, Ryuichi | University of Pittsburgh | 2001 | male | 3 | 14 | 2016 | 3 | 24 | 2016 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 1 | 2 | 0 | 2 | 3 | 0 | 1 | 1 | 1 | 0 | 0 | 1 |  0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 2 | 3 | 2 | 0 | 4 | 3 | 0 | 1 | 3 | 1 | 1 | 0 | 3 |
