n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
1 | Liu, Wei | Department of Physics, Stanford University | 2006 | male | 20 | 66 | 2017 | 69 | 172 | 2017 | 2 | 1 | 0 | 1 | 3 | 13 | 6 | 9 | 11 | 6 | 9 | 5 | 5 | 5 | 5 | 3 |  8 | 10 | 16 | 4 | 10 | 21 | 12 | 16 | 19 | 14 | 17 | 18 | 19 | 17 | 14 | 19 |
2 | Lane, Kristina Maria Doyle | The University of Texas at Austin | 2006 | female | 1 | 0 | 2006 | 1 | 2 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
3 | Murray, Brian M. | University of Oregon | 2006 | male | 2 | 0 | 2006 | 6 | 1 | 2008 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 4 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
4 | Schissel, Jason R. | University of California, Los Angeles | 2006 | male | 1 | 0 | 2006 | 3 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
5 | Barnhill, David Scott | University of California, Los Angeles | 2006 | male | 2 | 0 | 2006 | 8 | 7 | 2008 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 4 | 1 | 3 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
6 | Ma, Zhanwen | The University of Tennessee | 2006 | None | 6 | 4 | 2014 | 33 | 28 | 2017 | 3 | 1 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  5 | 2 | 3 | 10 | 9 | 4 | 8 | 6 | 2 | 2 | 2 | 2 | 0 | 2 | 2 | 1 |
7 | Siegel, Ethan R. | University of Florida | 2006 | male | 5 | 1 | 2007 | 5 | 2 | 2008 | 0 | 0 | 0 | 0 | 3 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
8 | Dobler, Gregory | University of Pennsylvania, Pennsylvania, USA | 2006 | male | 3 | 10 | 2015 | 3 | 22 | 2015 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 3 | 1 | 1 | 1 | 2 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 2 | 4 | 2 | 4 | 1 | 4 | 2 | 1 | 2 | 0 |
9 | Abramov, Oleg | The University of Arizona, Arizona, USA | 2006 | male | 3 | 11 | 2016 | 3 | 18 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 2 | 3 | 0 | 1 | 1 | 2 | 0 | 0 | 1 |  0 | 0 | 0 | 1 | 1 | 1 | 2 | 2 | 3 | 0 | 1 | 3 | 2 | 2 | 1 | 1 |
10 | Halfen, Dewayne Terrence | The University of Arizona, Arizona, USA | 2006 | male | 6 | 14 | 2016 | 9 | 23 | 2016 | 1 | 1 | 0 | 2 | 0 | 2 | 1 | 3 | 1 | 1 | 2 | 0 | 1 | 2 | 2 | 1 |  1 | 1 | 0 | 2 | 0 | 5 | 1 | 5 | 1 | 2 | 3 | 1 | 1 | 2 | 3 | 4 |
11 | Chaicherdsakul, Kanokkuan | The University of Texas at Austin | 2006 | None | 1 | 1 | 2007 | 1 | 1 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
12 | Marion, George Howard | The University of Texas at Austin | 2006 | male | 3 | 5 | 2016 | 4 | 64 | 2017 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 |  0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 3 | 0 | 2 | 7 | 10 | 16 | 14 | 8 |
13 | Milincic, Radovan | University of Hawai'i at Manoa | 2006 | male | 1 | 0 | 2006 | 2 | 3 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 |
14 | Barai, Paramita | Georgia State University | 2006 | female | 6 | 10 | 2016 | 7 | 19 | 2017 | 0 | 0 | 0 | 3 | 0 | 3 | 1 | 1 | 1 | 0 | 2 | 1 | 1 | 1 | 1 | 1 |  0 | 0 | 0 | 4 | 0 | 3 | 2 | 1 | 2 | 0 | 2 | 2 | 1 | 3 | 2 | 3 |
15 | Sand, David J. | California Institute of Technology, California, USA | 2006 | male | 4 | 12 | 2016 | 8 | 87 | 2017 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 2 | 1 | 1 | 1 | 2 | 1 | 1 | 2 | 1 |  0 | 1 | 1 | 2 | 2 | 2 | 2 | 5 | 3 | 5 | 5 | 10 | 11 | 10 | 14 | 14 |
16 | Roberts, James Hirsch | University of Colorado at Boulder, Colorado, USA | 2006 | male | 3 | 11 | 2015 | 5 | 64 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 3 | 1 | 0 | 0 | 2 | 0 | 3 | 1 | 0 |  0 | 0 | 1 | 1 | 1 | 2 | 2 | 4 | 2 | 3 | 6 | 15 | 5 | 11 | 5 | 10 |
17 | Levy, Alan Robert | University of California, Santa Barbara, California, USA | 2006 | male | 1 | 2 | 2009 | 6 | 3 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 2 | 2 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
18 | Nornberg, Mark D. | The University of Wisconsin - Madison, Wisconsin, USA | 2006 | male | 1 | 1 | 2010 | 1 | 5 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 |
19 | Springob, Christopher Michael | Cornell University, New York, USA | 2006 | male | 3 | 5 | 2016 | 7 | 21 | 2016 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 1 |  0 | 0 | 0 | 1 | 4 | 2 | 1 | 1 | 1 | 2 | 1 | 2 | 2 | 7 | 1 | 3 |
20 | Stokes, Benjamin Taylor | The University of Utah | 2006 | male | 3 | 2 | 2012 | 23 | 32 | 2017 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  1 | 1 | 2 | 7 | 5 | 7 | 4 | 4 | 1 | 3 | 1 | 5 | 4 | 2 | 5 | 1 |
21 | Johnson, Bryan Mark | University of Illinois at Urbana-Champaign | 2006 | male | 6 | 10 | 2017 | 22 | 62 | 2017 | 0 | 0 | 1 | 0 | 3 | 2 | 2 | 2 | 1 | 0 | 0 | 0 | 1 | 2 | 1 | 0 |  0 | 0 | 1 | 3 | 12 | 6 | 10 | 16 | 18 | 5 | 1 | 2 | 1 | 2 | 2 | 4 |
22 | Hom, Erik Forbes Y. | University of California, San Francisco, California, USA | 2006 | male | 1 | 1 | 2007 | 2 | 2 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
23 | Kim, Chunglee | Northwestern University, Illinois, USA | 2006 | None | 10 | 7 | 2015 | 54 | 147 | 2017 | 3 | 1 | 3 | 1 | 1 | 1 | 2 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 0 |  4 | 2 | 8 | 17 | 14 | 9 | 12 | 27 | 6 | 4 | 2 | 12 | 12 | 20 | 13 | 29 |
24 | Linton, Eric T. | The University of Chicago, Illinois, USA | 2006 | male | 2 | 0 | 2006 | 30 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 18 | 5 | 3 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
25 | Rogers, Tamara M. | University of California, Santa Cruz, California, USA | 2006 | female | 5 | 14 | 2017 | 6 | 18 | 2017 | 0 | 0 | 0 | 0 | 2 | 3 | 0 | 1 | 0 | 1 | 3 | 1 | 2 | 2 | 1 | 0 |  1 | 0 | 0 | 0 | 2 | 3 | 0 | 1 | 1 | 1 | 4 | 1 | 2 | 2 | 2 | 0 |
26 | Stamatikos, Michael | State University of New York at Buffalo | 2006 | male | 2 | 1 | 2009 | 28 | 134 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 3 | 9 | 6 | 10 | 6 | 6 | 14 | 18 | 20 | 14 | 20 | 10 | 13 | 12 |
27 | McMahon, Jeff | Princeton University | 2006 | male | 1 | 1 | 2012 | 5 | 83 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 0 | 2 | 1 | 0 | 2 | 1 | 7 | 9 | 14 | 14 | 11 | 15 | 9 |
28 | Nysewander, Melissa C. | The University of North Carolina at Chapel Hill | 2006 | female | 2 | 2 | 2009 | 5 | 33 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 3 | 1 | 2 | 5 | 6 | 6 | 6 | 3 | 1 | 1 | 0 |
29 | Park, Yousin | The Johns Hopkins University | 2006 | male | 8 | 6 | 2016 | 49 | 57 | 2017 | 2 | 1 | 2 | 1 | 1 | 1 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  4 | 11 | 9 | 9 | 10 | 6 | 10 | 12 | 4 | 6 | 4 | 5 | 4 | 4 | 5 | 1 |
30 | Diehl, Steven | Ohio University | 2006 | male | 3 | 6 | 2015 | 3 | 14 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 4 | 1 | 2 | 0 | 2 | 0 | 0 | 1 | 2 |
31 | Furlan, Elise | Cornell University, New York, USA | 2006 | female | 6 | 9 | 2017 | 15 | 52 | 2017 | 0 | 0 | 2 | 0 | 2 | 2 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 1 |  0 | 0 | 2 | 4 | 5 | 4 | 4 | 2 | 8 | 5 | 5 | 3 | 5 | 4 | 3 | 7 |
32 | Giveon, Uriel | University of California, Davis, California, USA | 2006 | male | 6 | 3 | 2008 | 7 | 3 | 2008 | 0 | 3 | 0 | 0 | 2 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 3 | 0 | 0 | 2 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
33 | Hullinger, Derek | University of Maryland, College Park, Maryland, USA | 2006 | male | 1 | 0 | 2006 | 8 | 4 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 6 | 2 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
34 | Kern, Susan Diane | Massachusetts Institute of Technology | 2006 | female | 4 | 1 | 2009 | 12 | 35 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 5 | 0 | 2 | 4 | 2 | 5 | 5 | 4 | 2 | 2 | 2 | 4 | 2 | 5 |
35 | Laurent, G. T. | University of Colorado at Boulder, Colorado, USA | 2006 | None | 3 | 1 | 2016 | 4 | 7 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 2 | 3 | 0 | 1 | 0 | 0 | 0 | 1 |
36 | Walawender, Joshua Michael | University of Colorado at Boulder, Colorado, USA | 2006 | male | 1 | 2 | 2013 | 2 | 4 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 |
37 | Cooper, Curtis Steven | The University of Arizona, Arizona, USA | 2006 | male | 5 | 0 | 2006 | 9 | 5 | 2015 | 0 | 0 | 2 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 3 | 0 | 2 | 4 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
38 | Sigurdson, Kris | California Institute of Technology | 2006 | male | 9 | 0 | 2006 | 12 | 35 | 2017 | 0 | 1 | 1 | 2 | 2 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 3 | 5 | 3 | 0 | 4 | 3 | 5 | 2 | 3 | 6 | 4 | 3 |
39 | Gultekin, Kayhan | University of Maryland, College Park | 2006 | male | 1 | 0 | 2006 | 3 | 39 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 0 | 2 | 3 | 1 | 7 | 4 | 4 | 4 | 7 | 3 |
40 | Kovács, A. | Caltech | 2006 | None | 2 | 9 | 2017 | 5 | 58 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 1 | 0 | 3 | 0 | 2 | 1 |  0 | 0 | 0 | 0 | 0 | 5 | 3 | 5 | 5 | 6 | 5 | 2 | 7 | 4 | 11 | 6 |
41 | Pope, Adrian Charles | The Johns Hopkins University | 2006 | male | 2 | 1 | 2008 | 27 | 53 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  4 | 3 | 2 | 6 | 5 | 7 | 9 | 8 | 4 | 6 | 7 | 0 | 4 | 2 | 5 | 6 |
42 | DeDeo, Simon J. | Princeton University, New Jersey, USA | 2006 | male | 7 | 1 | 2008 | 8 | 5 | 2011 | 1 | 1 | 2 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 2 | 1 | 1 | 2 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |
43 | Glikman, Eilat | Columbia University | 2006 | female | 3 | 8 | 2015 | 5 | 36 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 2 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0 |  0 | 2 | 0 | 1 | 0 | 2 | 4 | 3 | 2 | 3 | 3 | 5 | 5 | 1 | 4 | 5 |
44 | Huffenberger, Kevin Michael | Princeton University, New Jersey, USA | 2006 | male | 5 | 5 | 2015 | 6 | 168 | 2017 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 1 | 0 |  0 | 0 | 1 | 1 | 2 | 2 | 1 | 1 | 2 | 10 | 32 | 7 | 13 | 39 | 16 | 46 |
45 | Ito, Masahiro | University of Oregon | 2006 | male | 4 | 2 | 2008 | 23 | 46 | 2014 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 2 | 6 | 9 | 5 | 8 | 20 | 14 | 2 | 0 | 0 | 1 | 1 | 0 | 0 |
46 | Jee, Myungkook James | The Johns Hopkins University | 2006 | None | 4 | 14 | 2016 | 18 | 47 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 2 | 0 | 2 | 1 | 2 | 1 | 1 | 2 | 1 | 2 |  0 | 0 | 0 | 0 | 9 | 9 | 3 | 1 | 6 | 3 | 4 | 6 | 6 | 2 | 7 | 5 |
47 | Hebb, Leslie | The Johns Hopkins University | 2006 | female | 3 | 5 | 2011 | 7 | 93 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 0 | 4 | 9 | 8 | 16 | 14 | 15 | 11 | 8 | 6 | 4 | 1 |
48 | Kelly, Eleanor Jane | The University of Arizona, Arizona, USA | 2006 | female | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
