n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
1 | Quinn, Jason L. | University of Notre Dame | 2007 | male | 2 | 3 | 2014 | 50 | 100 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 |  6 | 23 | 6 | 4 | 8 | 3 | 7 | 13 | 12 | 14 | 9 | 9 | 13 | 8 | 10 |
2 | Christe, Steven Daniel | University of California, Berkeley | 2007 | male | 1 | 5 | 2016 | 3 | 21 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 2 |  1 | 0 | 0 | 0 | 0 | 2 | 5 | 1 | 0 | 7 | 0 | 0 | 4 | 1 | 3 |
3 | Dunn, Jacqueline M. | Texas Christian University | 2007 | female | 1 | 3 | 2015 | 3 | 5 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 2 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 |
4 | Hand, Kevin Peter | Stanford University | 2007 | male | 4 | 6 | 2015 | 7 | 28 | 2017 | 0 | 0 | 0 | 1 | 0 | 3 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 1 | 0 |  0 | 1 | 0 | 3 | 0 | 3 | 0 | 1 | 3 | 5 | 4 | 3 | 1 | 4 | 3 |
5 | Levine, Evan Scott | University of California, Berkeley | 2007 | male | 4 | 3 | 2008 | 4 | 4 | 2009 | 1 | 0 | 0 | 0 | 2 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 2 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
6 | Milam, Stefanie Nicole | The University of Arizona | 2007 | female | 5 | 3 | 2016 | 6 | 40 | 2017 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 1 | 1 | 1 | 3 | 2 | 6 | 5 | 2 | 2 | 1 | 5 | 5 | 8 |
7 | Stevens, Trevor | New Mexico State University | 2007 | male | 1 | 3 | 2012 | 1 | 4 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |
8 | Healy, Matthew David | University of California, Los Angeles | 2007 | male | 1 | 2 | 2008 | 6 | 13 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 5 | 8 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |
9 | Law, Casey James | Northwestern University | 2007 | male | 2 | 10 | 2015 | 9 | 45 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 2 | 1 | 1 | 3 | 2 | 0 | 0 | 1 | 0 |  3 | 1 | 1 | 1 | 2 | 1 | 5 | 3 | 5 | 10 | 4 | 4 | 2 | 6 | 3 |
10 | Vanderveld, Riva Ashley | Cornell University | 2007 | female | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
11 | Kuzio de Naray, Rachel | University of Maryland, College Park | 2007 | female | 3 | 8 | 2014 | 5 | 15 | 2016 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 2 | 1 | 2 | 1 | 0 | 1 | 0 | 0 |  1 | 0 | 1 | 0 | 1 | 2 | 1 | 2 | 2 | 2 | 1 | 0 | 1 | 5 | 1 |
12 | Sawicki, Ignacy | The University of Chicago | 2007 | male | 3 | 5 | 2017 | 8 | 21 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 1 | 7 | 0 | 1 | 2 | 3 | 0 | 7 | 2 | 2 | 3 |
13 | Li, Dalong | Georgia Institute of Technology | 2007 | male | 4 | 14 | 2017 | 9 | 50 | 2017 | 0 | 2 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 1 | 1 | 3 | 1 | 2 | 1 |  2 | 2 | 2 | 1 | 0 | 2 | 5 | 2 | 5 | 1 | 2 | 4 | 5 | 8 | 11 |
14 | Mostek, Nick | Indiana University | 2007 | male | 1 | 2 | 2013 | 3 | 7 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 4 | 1 | 0 | 0 |
15 | Bailey, Quentin G. | Indiana University | 2007 | male | 2 | 5 | 2016 | 2 | 12 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 1 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 2 | 1 | 0 | 1 | 0 | 3 | 3 |
16 | Cooper, Michael Caldwell | University of California, Berkeley | 2007 | male | 5 | 8 | 2012 | 48 | 112 | 2017 | 0 | 0 | 0 | 1 | 2 | 2 | 2 | 1 | 2 | 1 | 2 | 0 | 0 | 0 | 0 |  0 | 1 | 3 | 5 | 16 | 23 | 13 | 9 | 5 | 14 | 16 | 19 | 9 | 16 | 7 |
17 | Denevi, Brett Wilcox | University of Hawai'i at Manoa | 2007 | male | 2 | 9 | 2016 | 2 | 66 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 0 | 2 | 1 | 1 | 0 | 2 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 5 | 5 | 7 | 12 | 7 | 10 | 7 | 11 |
18 | Ho, Chiu Man | University of Pittsburgh | 2007 | male | 11 | 21 | 2016 | 17 | 31 | 2016 | 2 | 0 | 2 | 3 | 2 | 2 | 4 | 0 | 1 | 3 | 2 | 6 | 1 | 3 | 1 |  2 | 1 | 3 | 3 | 3 | 5 | 4 | 2 | 2 | 6 | 3 | 6 | 3 | 4 | 1 |
19 | Lu, Yu | University of Minnesota | 2007 | male | 10 | 20 | 2016 | 27 | 79 | 2017 | 1 | 2 | 1 | 0 | 2 | 4 | 1 | 0 | 3 | 3 | 1 | 1 | 3 | 7 | 1 |  3 | 2 | 1 | 7 | 8 | 6 | 2 | 3 | 9 | 6 | 4 | 8 | 16 | 19 | 10 |
20 | Miao, Shun-Pei | University of Florida | 2007 | male | 4 | 10 | 2015 | 4 | 17 | 2017 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 2 | 2 | 0 | 2 | 1 | 0 |  0 | 0 | 0 | 0 | 3 | 1 | 2 | 2 | 2 | 2 | 3 | 0 | 3 | 2 | 0 |
21 | Wolfmeyer, Randy | Washington University in St. Louis | 2007 | male | 1 | 0 | 2007 | 2 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
22 | Baines, Ellyn | Georgia State University | 2007 | female | 2 | 14 | 2016 | 7 | 22 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 2 | 2 | 3 | 2 | 1 | 0 | 1 |  0 | 0 | 0 | 1 | 2 | 4 | 4 | 2 | 2 | 2 | 3 | 3 | 2 | 1 | 3 |
23 | Choi, Jun-Hwan | School: University of Massachusetts Amherst | 2007 | male | 3 | 10 | 2015 | 12 | 40 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 4 | 1 | 1 | 1 | 2 | 0 | 1 | 0 |  0 | 1 | 1 | 2 | 4 | 4 | 1 | 5 | 2 | 6 | 6 | 4 | 6 | 3 | 5 |
24 | Dick, Jason | University of California, Davis | 2007 | male | 2 | 1 | 2010 | 3 | 9 | 2014 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 2 | 4 | 0 | 1 | 2 | 0 | 0 |
25 | Harte, Abraham Isaiah | The Pennsylvania State University | 2007 | male | 4 | 13 | 2017 | 5 | 17 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 2 | 1 | 1 | 0 | 2 | 2 | 1 | 1 | 2 |  1 | 0 | 0 | 0 | 1 | 3 | 2 | 2 | 2 | 0 | 2 | 3 | 2 | 1 | 2 |
26 | Smith, Kendrick M. | The University of Chicago | 2007 | male | 9 | 8 | 2014 | 16 | 104 | 2017 | 0 | 1 | 1 | 1 | 3 | 3 | 0 | 1 | 1 | 3 | 2 | 0 | 1 | 0 | 0 |  1 | 1 | 4 | 1 | 5 | 4 | 5 | 7 | 6 | 13 | 10 | 18 | 18 | 18 | 6 |
27 | Liu, Wei | Princeton University | 2007 | male | 24 | 60 | 2017 | 73 | 160 | 2017 | 1 | 0 | 1 | 3 | 13 | 6 | 9 | 11 | 6 | 9 | 5 | 5 | 5 | 5 | 3 |  10 | 16 | 4 | 10 | 21 | 12 | 16 | 19 | 14 | 17 | 18 | 19 | 17 | 14 | 19 |
28 | Mussack, Kathleen Anita | University of Southern California | 2007 | female | 1 | 0 | 2007 | 1 | 2 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
29 | Subasavage, John P., Jr. | Georgia State University | 2007 | male | 5 | 2 | 2009 | 21 | 28 | 2017 | 0 | 0 | 0 | 2 | 0 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 2 | 5 | 5 | 6 | 3 | 1 | 1 | 7 | 2 | 2 | 6 | 4 | 1 |
30 | Kuehn, Kyler William | University of California, Irvine | 2007 | male | 2 | 2 | 2013 | 33 | 118 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |  1 | 7 | 7 | 6 | 7 | 5 | 5 | 7 | 11 | 8 | 4 | 1 | 1 | 19 | 38 |
31 | Hill, Robert | Ball State University | 2007 | male | 1 | 2 | 2009 | 20 | 29 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 10 | 2 | 0 | 2 | 6 | 1 | 12 | 0 | 6 | 0 | 4 | 3 | 2 | 1 |
32 | Narayanan, Desika | The University of Arizona | 2007 | female | 6 | 19 | 2017 | 7 | 44 | 2017 | 0 | 0 | 1 | 1 | 3 | 1 | 4 | 1 | 3 | 2 | 3 | 3 | 1 | 1 | 0 |  0 | 0 | 1 | 1 | 4 | 1 | 5 | 3 | 5 | 3 | 6 | 10 | 3 | 5 | 2 |
33 | Puckett, Andrew W. | The University of Chicago | 2007 | male | 1 | 0 | 2007 | 1 | 4 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
34 | Rimoldini, Lorenzo G. | University of Pittsburgh | 2007 | male | 1 | 3 | 2014 | 1 | 13 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 2 | 2 | 1 | 2 | 1 | 3 |
35 | Shankar, Karthik | University of Florida | 2007 | male | 2 | 3 | 2017 | 3 | 4 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 |
36 | Levy, Lorenza | The University of North Carolina at Chapel Hill | 2007 | female | 2 | 0 | 2007 | 2 | 1 | 2010 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
37 | Masjedi, Morad | New York University | 2007 | male | 2 | 1 | 2008 | 4 | 3 | 2010 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
38 | Kubik, Erik | University of Connecticut | 2007 | male | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
39 | Liu, Zhi | Washington University in St. Louis | 2007 | male | 6 | 22 | 2017 | 42 | 141 | 2017 | 1 | 1 | 0 | 2 | 1 | 1 | 2 | 1 | 1 | 2 | 4 | 4 | 5 | 1 | 1 |  7 | 6 | 2 | 8 | 9 | 10 | 15 | 11 | 16 | 17 | 18 | 18 | 19 | 12 | 9 |
40 | Mullally, Fergal Robert | The University of Texas at Austin | 2007 | male | 3 | 5 | 2016 | 16 | 70 | 2016 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 1 |  0 | 3 | 1 | 5 | 3 | 4 | 3 | 7 | 1 | 17 | 14 | 10 | 7 | 5 | 6 |
41 | Kwak, Kyujin | State University of New York at Stony Brook | 2007 | male | 1 | 4 | 2015 | 1 | 12 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 2 | 0 | 3 | 3 | 0 |
42 | Rafferty, David | Ohio University | 2007 | male | 2 | 4 | 2016 | 7 | 39 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 |  0 | 0 | 1 | 2 | 3 | 1 | 3 | 2 | 5 | 7 | 4 | 6 | 1 | 5 | 5 |
43 | Deng, Weiran | The University of Utah | 2007 | male | 3 | 0 | 2007 | 14 | 9 | 2010 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 3 | 3 | 4 | 4 | 5 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 |
44 | Gou, Li-Jun | The Pennsylvania State University | 2007 | male | 5 | 0 | 2007 | 6 | 1 | 2010 | 0 | 0 | 1 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 1 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
45 | Hugeback, Angela Beth | The University of Chicago | 2007 | female | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
46 | Stinson, Gregory | University of Washington | 2007 | male | 2 | 6 | 2015 | 10 | 52 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 1 | 2 | 0 | 1 | 0 |  0 | 2 | 0 | 2 | 0 | 6 | 3 | 1 | 5 | 6 | 10 | 6 | 7 | 5 | 7 |
47 | Wang, Junfeng | The Pennsylvania State University | 2007 | male | 33 | 86 | 2017 | 143 | 387 | 2017 | 3 | 5 | 8 | 7 | 5 | 5 | 6 | 9 | 9 | 17 | 10 | 4 | 10 | 9 | 9 |  17 | 29 | 18 | 30 | 22 | 27 | 22 | 39 | 43 | 53 | 38 | 34 | 38 | 51 | 43 |
48 | Wang, Han | Washington University in St. Louis | 2007 | male | 15 | 30 | 2017 | 103 | 252 | 2017 | 2 | 2 | 1 | 4 | 1 | 5 | 6 | 2 | 2 | 3 | 5 | 1 | 5 | 1 | 4 |  9 | 23 | 8 | 30 | 13 | 20 | 26 | 12 | 17 | 31 | 26 | 26 | 29 | 23 | 43 |
49 | Abdo, Aws Ahmad | Michigan State University | 2007 | male | 4 | 106 | 2015 | 4 | 126 | 2015 | 0 | 0 | 0 | 0 | 0 | 4 | 5 | 34 | 45 | 12 | 5 | 1 | 2 | 2 | 0 |  0 | 0 | 0 | 0 | 0 | 4 | 6 | 38 | 49 | 20 | 6 | 2 | 3 | 2 | 0 |
50 | Andreasen, Rasmus | Dartmouth College | 2007 | male | 4 | 2 | 2009 | 5 | 6 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 0 |
51 | Chen, Jian | University of Maryland, College Park | 2007 | male | 22 | 31 | 2017 | 77 | 109 | 2017 | 1 | 2 | 2 | 5 | 6 | 6 | 8 | 4 | 3 | 4 | 3 | 2 | 1 | 3 | 2 |  5 | 8 | 13 | 19 | 21 | 11 | 13 | 15 | 15 | 12 | 13 | 10 | 2 | 12 | 11 |
52 | Gehman, Victor M. | University of Washington | 2007 | male | 1 | 1 | 2011 | 5 | 11 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 2 | 0 | 2 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 2 | 2 |
53 | Hearty, Frederick R. | University of Colorado at Boulder | 2007 | male | 1 | 0 | 2007 | 2 | 15 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 3 | 1 | 4 | 4 | 0 | 2 |
54 | Kim, Ji Hoon | University of Maryland, College Park | 2007 | male | 3 | 19 | 2017 | 25 | 131 | 2017 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 2 | 3 | 2 | 3 | 1 | 2 | 2 |  6 | 8 | 2 | 2 | 3 | 4 | 9 | 6 | 3 | 11 | 13 | 15 | 11 | 13 | 36 |
55 | Battefeld, Thorsten J. | Brown University | 2007 | male | 12 | 20 | 2015 | 12 | 23 | 2016 | 0 | 0 | 4 | 0 | 5 | 3 | 3 | 5 | 2 | 3 | 2 | 2 | 2 | 1 | 0 |  0 | 0 | 4 | 0 | 5 | 3 | 3 | 5 | 2 | 3 | 2 | 2 | 2 | 2 | 2 |
56 | Crocce, Hector Martin | New York University | 2007 | male | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
57 | Dunn, Jay P. | Georgia State University | 2007 | male | 3 | 6 | 2015 | 9 | 17 | 2015 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 |  0 | 2 | 1 | 2 | 1 | 3 | 2 | 1 | 5 | 3 | 3 | 1 | 0 | 2 | 0 |
58 | Mitchell, Jonathan L. | The University of Chicago | 2007 | male | 3 | 9 | 2016 | 16 | 32 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 2 | 1 | 1 | 1 | 0 | 1 | 0 | 2 |  4 | 6 | 1 | 3 | 1 | 1 | 1 | 4 | 7 | 4 | 3 | 2 | 3 | 1 | 6 |
59 | Goda, Keisuke | Massachusetts Institute of Technology | 2007 | male | 2 | 1 | 2008 | 30 | 31 | 2010 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 6 | 9 | 5 | 10 | 15 | 14 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |
60 | Hodges, Jessica Louise | The University of Wisconsin - Madison | 2007 | female | 2 | 0 | 2007 | 20 | 7 | 2009 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 3 | 6 | 6 | 5 | 5 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
61 | Rudd, Douglas H. | The University of Chicago | 2007 | male | 1 | 2 | 2009 | 2 | 14 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 2 | 1 | 1 | 2 | 1 | 4 | 1 | 0 |
62 | Montgomery, Wren Bowlan | University of California, Berkeley | 2007 | female | 1 | 3 | 2016 | 1 | 4 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 |
63 | Petric, Andreea Oana | Columbia University | 2007 | female | 6 | 2 | 2015 | 15 | 38 | 2017 | 0 | 1 | 1 | 0 | 2 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 |  2 | 2 | 3 | 1 | 2 | 5 | 1 | 1 | 3 | 7 | 6 | 7 | 7 | 2 | 2 |
64 | Rosen, Rachel | The University of North Carolina at Chapel Hill | 2007 | female | 1 | 5 | 2013 | 4 | 30 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 0 | 2 | 5 | 3 | 3 | 4 | 3 | 3 | 2 | 4 | 3 |
65 | Stojimirovic, Irena | University of Massachusetts Amherst | 2007 | female | 1 | 0 | 2007 | 4 | 2 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
66 | Waters, Christopher Z. | Michigan State University | 2007 | male | 4 | 2 | 2013 | 5 | 94 | 2017 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 1 | 1 | 0 | 2 | 4 | 2 | 4 | 6 | 17 | 21 | 28 |
67 | Andrews, Sean M. | University of Hawai'i at Manoa | 2007 | male | 7 | 13 | 2016 | 11 | 103 | 2017 | 0 | 0 | 2 | 2 | 0 | 3 | 3 | 1 | 2 | 2 | 1 | 1 | 1 | 1 | 1 |  0 | 0 | 4 | 3 | 1 | 3 | 3 | 3 | 9 | 8 | 11 | 13 | 11 | 25 | 12 |
68 | Biller, Beth Alison | The University of Arizona | 2007 | female | 7 | 9 | 2015 | 16 | 51 | 2017 | 0 | 0 | 1 | 1 | 2 | 3 | 0 | 1 | 1 | 1 | 1 | 2 | 1 | 2 | 0 |  0 | 3 | 2 | 4 | 2 | 5 | 2 | 1 | 2 | 3 | 2 | 10 | 11 | 9 | 8 |
69 | Demorest, Paul B. | University of California, Berkeley | 2007 | male | 2 | 4 | 2013 | 6 | 61 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 3 | 0 | 1 | 2 | 0 | 3 | 10 | 6 | 3 | 8 | 5 | 11 | 10 |
70 | Rose, Michael A. | Southern Illinois University at Carbondale | 2007 | male | 1 | 2 | 2013 | 1 | 13 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 2 | 2 | 6 | 0 | 1 |
71 | Seo, Hee-Jong | The University of Arizona | 2007 | male | 4 | 11 | 2017 | 9 | 65 | 2017 | 0 | 1 | 0 | 1 | 0 | 2 | 2 | 0 | 2 | 1 | 2 | 0 | 0 | 1 | 2 |  0 | 1 | 0 | 2 | 1 | 5 | 3 | 2 | 6 | 4 | 10 | 4 | 10 | 5 | 10 |
72 | Dotter, Aaron Loveren | Dartmouth College | 2007 | male | 5 | 9 | 2017 | 8 | 72 | 2017 | 0 | 2 | 0 | 0 | 0 | 3 | 3 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 1 |  0 | 2 | 0 | 0 | 0 | 6 | 6 | 7 | 6 | 8 | 9 | 10 | 9 | 7 | 7 |
73 | Heinze, Aren Nathaniel | The University of Arizona | 2007 | male | 2 | 8 | 2015 | 4 | 20 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 1 | 0 | 3 | 0 |  0 | 1 | 0 | 1 | 1 | 1 | 1 | 2 | 3 | 0 | 0 | 2 | 2 | 6 | 2 |
74 | Kim, Agnes | The University of Texas at Austin | 2007 | female | 1 | 6 | 2015 | 18 | 36 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 2 | 0 |  3 | 3 | 3 | 4 | 2 | 3 | 2 | 1 | 3 | 2 | 1 | 5 | 4 | 11 | 4 |
75 | McGouldrick, Kevin Bartholomew | University of Colorado at Boulder | 2007 | male | 2 | 6 | 2017 | 2 | 11 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 3 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 3 | 0 | 1 | 1 | 3 | 0 | 0 | 0 | 0 |
76 | Nettles, Jeffrey Wyatt | The University of Tennessee | 2007 | male | 2 | 1 | 2011 | 2 | 10 | 2011 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 9 | 0 | 0 | 0 | 0 | 0 |
77 | Bean, Jacob Lyle | The University of Texas at Austin | 2007 | male | 4 | 12 | 2017 | 8 | 51 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 3 | 2 | 3 | 2 | 0 | 1 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 2 | 5 | 3 | 3 | 7 | 5 | 0 | 4 | 12 | 4 | 7 |
