n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
124 | Roberge, Aki | THE JOHNS HOPKINS UNIVERSITY | 2003 | male | 4 | 8 | 2014 | 12 | 58 | 2017 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 |  0 | 0 | 2 | 4 | 4 | 2 | 1 | 5 | 1 | 2 | 2 | 0 | 6 | 2 | 8 | 10 | 6 | 5 | 6 |
125 | Shang, Zhaohui | The University of Texas at Austin | 2003 | male | 3 | 4 | 2011 | 9 | 35 | 2017 | 1 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 3 | 0 | 1 | 2 | 2 | 2 | 1 | 3 | 0 | 1 | 4 | 3 | 6 | 7 | 2 | 1 | 1 |
126 | Stegman, David Robert | University of California, Berkeley | 2003 | male | 1 | 1 | 2006 | 1 | 7 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |
127 | Santostasi, Giovanni | Louisiana State University and Agricultural & Mechanical College | 2003 | male | 2 | 1 | 2004 | 7 | 36 | 2013 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 3 | 0 | 1 | 3 | 1 | 0 | 0 | 0 | 1 | 1 | 6 | 7 | 16 | 4 | 0 | 0 | 0 |
128 | Phillips, Lara Arielle | PRINCETON UNIVERSITY | 2003 | female | 2 | 0 | 2003 | 2 | 4 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 |
129 | Retherford, Kurt David | THE JOHNS HOPKINS UNIVERSITY | 2003 | male | 3 | 2 | 2015 | 8 | 51 | 2017 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 1 | 3 | 2 | 0 | 2 | 0 | 0 | 0 | 3 | 0 | 1 | 5 | 3 | 7 | 3 | 5 | 8 | 12 |
130 | Ud-Doula, Asif | UNIVERSITY OF DELAWARE | 2003 | male | 1 | 2 | 2009 | 3 | 46 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 2 | 2 | 2 | 1 | 1 | 4 | 4 | 3 | 6 | 6 | 6 | 6 |
131 | Ostheimer, James Craig, Jr. | UNIVERSITY OF VIRGINIA | 2003 | male | 1 | 0 | 2003 | 5 | 14 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 3 | 1 | 1 | 4 | 3 | 2 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 |
132 | Lyke, James Edward | UNIVERSITY OF MINNESOTA | 2003 | male | 3 | 1 | 2009 | 4 | 18 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 3 | 1 | 3 | 1 | 4 | 1 | 1 | 1 | 2 | 0 | 1 | 2 | 0 | 0 |
133 | Peterson, Jason Drew | NEW MEXICO STATE UNIVERSITY | 2003 | male | 3 | 0 | 2003 | 5 | 8 | 2016 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 3 |
134 | Ford, Eric B. | PRINCETON UNIVERSITY | 2003 | male | 7 | 19 | 2014 | 11 | 138 | 2017 | 0 | 1 | 2 | 2 | 0 | 2 | 2 | 2 | 5 | 2 | 3 | 1 | 0 | 1 | 2 | 0 | 1 | 0 | 0 |  1 | 1 | 2 | 4 | 0 | 3 | 2 | 3 | 7 | 4 | 5 | 10 | 7 | 29 | 25 | 14 | 11 | 7 | 12 |
135 | Pereira, Wellesley Ernesto | MICHIGAN TECHNOLOGICAL UNIVERSITY | 2003 | male | 1 | 0 | 2003 | 2 | 1 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
136 | Gibson, James Lionel | University of California, Berkeley | 2003 | male | 1 | 1 | 2005 | 4 | 1 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
137 | Andrews, Peter Arthur | Yale University | 2003 | male | 1 | 1 | 2008 | 6 | 6 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 3 | 1 | 1 | 3 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
138 | Halekas, Jasper S. | University of California, Berkeley | 2003 | male | 6 | 34 | 2017 | 10 | 144 | 2017 | 0 | 0 | 0 | 1 | 2 | 3 | 0 | 2 | 3 | 1 | 4 | 3 | 2 | 5 | 3 | 2 | 2 | 4 | 2 |  1 | 1 | 0 | 2 | 2 | 4 | 0 | 3 | 6 | 5 | 9 | 3 | 8 | 15 | 11 | 10 | 7 | 31 | 19 |
139 | Winant, Celeste Diane | University of California, Berkeley | 2003 | female | 1 | 0 | 2003 | 15 | 13 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 6 | 3 | 4 | 2 | 1 | 1 | 3 | 2 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 |
140 | Tan, Hensiong | The Pennsylvania State University | 2003 | None | 2 | 2 | 2013 | 6 | 3 | 2013 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
141 | Ho, Wynn | Cornell University | 2003 | male | 7 | 23 | 2017 | 11 | 48 | 2017 | 0 | 1 | 1 | 2 | 0 | 3 | 2 | 0 | 0 | 4 | 1 | 1 | 0 | 4 | 3 | 1 | 1 | 3 | 1 |  0 | 1 | 1 | 3 | 1 | 5 | 3 | 1 | 1 | 5 | 1 | 1 | 1 | 7 | 8 | 4 | 6 | 6 | 2 |
142 | Zavala, Robert Thomas, Jr. | New Mexico State University | 2003 | male | 6 | 5 | 2017 | 9 | 41 | 2017 | 0 | 0 | 0 | 1 | 2 | 3 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 2 | 5 | 2 | 1 | 2 | 3 | 3 | 2 | 4 | 1 | 3 | 5 | 5 | 4 | 5 |
143 | Gomez-Reyes, Gilberto C. | The University of Wisconsin - Madison | 2003 | male | 1 | 0 | 2003 | 1 | 0 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
144 | Giorgobiani, Dali | Michigan State University | 2003 | male | 1 | 0 | 2003 | 1 | 0 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
145 | Harvey, Daniel William A. | Harvard University | 2003 | male | 7 | 3 | 2016 | 8 | 6 | 2017 | 0 | 0 | 0 | 1 | 1 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 |  1 | 0 | 0 | 1 | 1 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 |
146 | Willman, Beth | University of Washington | 2003 | female | 3 | 7 | 2012 | 6 | 55 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 2 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 2 | 2 | 3 | 2 | 3 | 4 | 7 | 5 | 6 | 5 | 4 | 3 | 4 | 4 | 3 |
147 | Atkins, Robert | The University of Wisconsin - Madison | 2003 | male | 8 | 6 | 2005 | 10 | 21 | 2012 | 0 | 2 | 2 | 0 | 0 | 4 | 3 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 2 | 1 | 0 | 5 | 7 | 6 | 3 | 4 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
148 | Zhang, Weiqun | University of California, Santa Cruz | 2003 | None | 9 | 15 | 2015 | 22 | 166 | 2017 | 4 | 0 | 0 | 3 | 0 | 2 | 1 | 1 | 2 | 0 | 1 | 3 | 0 | 2 | 0 | 3 | 1 | 1 | 0 |  7 | 4 | 2 | 4 | 3 | 2 | 4 | 4 | 4 | 2 | 8 | 5 | 4 | 5 | 14 | 14 | 30 | 38 | 25 |
149 | Youdin, Andrew Nicholas | University of California, Berkeley | 2003 | male | 2 | 8 | 2012 | 2 | 22 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 2 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 4 | 0 | 2 | 4 | 2 | 2 | 1 | 1 | 2 | 2 |
150 | Malek, Matthew Samir | State University of New York at Stony Brook | 2003 | male | 3 | 0 | 2003 | 9 | 30 | 2016 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 1 | 5 | 5 | 3 | 6 | 5 | 2 | 1 | 3 | 1 | 1 | 2 | 0 | 0 | 1 |
151 | Paulson, Diane Beverly | The University of Texas at Austin | 2003 | female | 3 | 5 | 2006 | 5 | 18 | 2008 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 3 | 6 | 2 | 8 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
152 | Miller, Eric D. | University of Michigan | 2003 | male | 4 | 3 | 2012 | 6 | 53 | 2017 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 1 | 2 | 1 | 2 | 1 | 2 | 4 | 6 | 4 | 2 | 2 | 3 | 9 | 3 | 4 | 7 |
153 | Metevier, Anne Julie | University of California, Santa Cruz | 2003 | female | 2 | 2 | 2006 | 6 | 12 | 2013 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 2 | 1 | 0 | 1 | 2 | 0 | 3 | 2 | 3 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |
154 | Boonyasait, Veera | University of Florida | 2003 | male | 1 | 1 | 2005 | 2 | 2 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
155 | Minnick, Stephen Anthony | The Pennsylvania State University | 2003 | male | 2 | 0 | 2003 | 13 | 32 | 2011 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 8 | 1 | 4 | 3 | 8 | 0 | 1 | 14 | 3 | 2 | 1 | 0 | 0 | 0 | 0 | 0 |
156 | Linn, Angela M. | The Ohio State University | 2003 | female | 1 | 0 | 2003 | 2 | 0 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
157 | de La Rue, Imelda Atencio | The University of Arizona | 2003 | female | 1 | 0 | 2003 | 1 | 0 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
158 | Onemli, Vakif K. | University of Florida | 2003 | male | 4 | 6 | 2015 | 5 | 10 | 2015 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 |  0 | 0 | 0 | 1 | 1 | 3 | 1 | 1 | 2 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 1 | 0 |
159 | van Meter, James Robert | University of California, Davis | 2003 | male | 1 | 4 | 2011 | 2 | 26 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 1 | 2 | 5 | 5 | 4 | 3 | 4 | 1 | 1 | 0 | 0 | 0 | 0 |
160 | Lin, Wen-Ching | University of Illinois at Urbana-Champaign | 2003 | female | 1 | 2 | 2014 | 1 | 37 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 2 | 5 | 8 | 6 | 5 | 1 | 6 | 0 | 1 |
161 | Sugerman, Benjamin E. K. | Columbia University | 2003 | male | 1 | 0 | 2003 | 1 | 12 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 2 | 1 | 1 | 3 | 3 | 1 | 0 | 0 | 0 | 0 |
162 | Fu, Chi-Wing | Indiana University | 2003 | female | 1 | 0 | 2003 | 1 | 6 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 0 |
163 | Pfeiffer, Harald Paul | Cornell University | 2003 | male | 5 | 5 | 2012 | 6 | 96 | 2017 | 0 | 0 | 1 | 0 | 1 | 3 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 3 | 5 | 3 | 3 | 4 | 5 | 9 | 2 | 8 | 4 | 11 | 8 | 6 | 17 |
164 | Rengstorf, Adam W. | Indiana University | 2003 | male | 1 | 5 | 2009 | 7 | 6 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 3 | 2 | 1 | 4 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
165 | Griffin, Michelle Marie | University of Illinois at Urbana-Champaign | 2003 | female | 2 | 0 | 2003 | 5 | 98 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 3 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 4 | 0 | 50 | 13 | 7 | 10 | 3 | 2 | 3 |
166 | Abell, Paul A. | Rensselaer Polytechnic Institute | 2003 | male | 3 | 4 | 2015 | 5 | 21 | 2016 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 1 | 2 | 0 | 2 | 1 | 2 | 2 | 2 | 3 | 2 | 0 | 1 | 3 | 1 | 1 | 2 | 1 |
167 | Valencic, Lynne Angela | Louisiana State University and Agricultural & Mechanical College | 2003 | female | 2 | 6 | 2015 | 3 | 11 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 0 |  0 | 1 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 2 | 2 | 1 | 1 |
168 | Williams, Margaret B. | University of Miami | 2003 | female | 1 | 2 | 2013 | 2 | 46 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 3 | 7 | 4 | 5 | 7 | 2 | 5 | 9 | 2 | 0 |
169 | Highberger, Jaime Lee | The University of Arizona | 2003 | male | 6 | 0 | 2003 | 8 | 0 | 2003 | 0 | 0 | 1 | 1 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 2 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
170 | Kleban, Matthew Benjamin | Stanford University | 2003 | male | 1 | 7 | 2016 | 4 | 27 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 2 |  0 | 0 | 0 | 0 | 3 | 1 | 3 | 0 | 2 | 3 | 0 | 3 | 2 | 2 | 2 | 4 | 1 | 1 | 4 |
171 | Owen, Michael Parker | North Carolina State University | 2003 | male | 1 | 0 | 2003 | 3 | 6 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 2 | 1 | 1 |
172 | Vinkovic, Dejan | University of Kentucky | 2003 | male | 2 | 0 | 2003 | 8 | 11 | 2014 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 2 | 0 | 2 | 2 | 1 | 0 | 2 | 2 | 0 | 1 | 0 | 0 | 3 | 1 | 1 | 0 | 0 |
173 | Huddleston, Matthew Mark | VANDERBILT UNIVERSITY | 2003 | male | 2 | 1 | 2005 | 4 | 3 | 2008 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 2 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
174 | Ruiz, Jose R., Jr. | The Catholic University of America | 2003 | male | 3 | 3 | 2007 | 9 | 14 | 2014 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 1 | 2 | 2 | 1 | 1 | 0 | 3 | 3 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 3 | 0 | 0 |
175 | Kuo, Chao-Lin | University of California, Berkeley | 2003 | female | 2 | 10 | 2015 | 6 | 45 | 2016 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 2 | 0 |  1 | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 1 | 1 | 1 | 5 | 5 | 6 | 3 | 7 | 9 | 4 |
176 | Nenkova, Maia M. | University of Kentucky | 2003 | female | 3 | 3 | 2010 | 3 | 4 | 2014 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 |
177 | Novotny, Steven J. | University of Florida | 2003 | male | 1 | 0 | 2003 | 1 | 2 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
178 | Tournear, Derek Martin | Stanford University | 2003 | male | 3 | 1 | 2008 | 6 | 2 | 2008 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 0 | 3 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
179 | Zaharia, Sorin Gabriel | Princeton University | 2003 | male | 3 | 8 | 2010 | 4 | 28 | 2014 | 0 | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 4 | 3 | 4 | 2 | 0 | 3 | 1 | 2 | 1 | 3 | 7 | 2 | 0 | 0 |
180 | Reed, Darren S. | University of Washington | 2003 | male | 3 | 10 | 2015 | 4 | 20 | 2016 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 3 | 1 | 2 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 |  0 | 1 | 0 | 0 | 0 | 3 | 3 | 4 | 1 | 2 | 1 | 2 | 0 | 1 | 0 | 2 | 1 | 2 | 1 |
181 | Bouche, Nicolas F. | University of Massachusetts Amherst | 2003 | male | 1 | 0 | 2003 | 1 | 3 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
182 | Cullen, Nicolas J. | University of Colorado at Boulder | 2003 | male | 2 | 1 | 2006 | 2 | 3 | 2006 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
183 | Link, Jason Thomas | Washington University in St. Louis | 2003 | male | 4 | 2 | 2008 | 5 | 30 | 2017 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 0 | 3 | 0 | 5 | 2 | 2 | 9 | 3 | 2 | 1 | 0 | 0 | 2 | 0 | 3 |
184 | Dong, Shawfeng | University of California, Santa Cruz | 2003 | None | 2 | 1 | 2008 | 3 | 32 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 1 | 0 | 4 | 3 | 5 | 4 | 7 | 1 | 3 | 2 | 1 |
185 | Groppi, Christopher Emil | The University of Arizona | 2003 | male | 1 | 2 | 2007 | 2 | 15 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 2 | 2 | 2 | 2 |
186 | Remijan, Anthony John | University of Illinois at Urbana-Champaign | 2003 | male | 3 | 11 | 2014 | 4 | 71 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 2 | 3 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 7 | 5 | 10 | 3 | 2 | 2 | 2 | 3 | 4 | 6 | 9 | 11 | 4 |
187 | Finn, Rose Agnes | The University of Arizona | 2003 | female | 2 | 5 | 2010 | 4 | 18 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 0 | 1 | 2 | 1 | 0 | 1 | 4 | 0 | 3 | 1 | 1 | 2 | 0 | 1 | 2 |
