n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
66 | Marshall, James J. | University of Maryland, llege Park, Maryland, USA | 2004 | male | 2 | 3 | 2015 | 3 | 32 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 1 | 0 | 0 | 2 | 1 | 2 | 0 | 3 | 2 | 6 | 2 | 2 | 4 | 1 | 7 | 1 |
67 | Cordone, Sean S. | The University of Wisconsin - Madison, Wisconsin, USA | 2004 | male | 1 | 0 | 2004 | 2 | 1 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
68 | Hunt, Cynthia L. | California Institute of Technology, California, USA | 2004 | female | 1 | 0 | 2004 | 3 | 0 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
69 | Madsen, Gregory James | The University of Wisconsin - Madison, Wisconsin, USA | 2004 | male | 2 | 4 | 2013 | 8 | 17 | 2014 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 2 | 3 | 3 | 1 | 1 | 1 | 1 | 4 | 1 | 2 | 2 | 1 | 0 | 0 |
70 | Strasburg, Jana Dee | UNIVERSITY OF WASHINGTON | 2004 | female | 1 | 0 | 2004 | 2 | 1 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
71 | Pandel, Dirk | University of California, nta Barbara, California, USA | 2004 | male | 4 | 3 | 2008 | 11 | 48 | 2016 | 0 | 0 | 0 | 2 | 1 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 5 | 3 | 1 | 1 | 2 | 0 | 0 | 6 | 14 | 8 | 9 | 1 | 2 | 3 | 0 | 3 |
72 | Curioni, Alessandro | COLUMBIA UNIVERSITY | 2004 | male | 1 | 1 | 2007 | 8 | 12 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 3 | 3 | 0 | 0 | 2 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 2 | 2 | 2 | 0 | 0 |
73 | Hungerford, Aimee Louise | The University of Arizona, Arizona, USA | 2004 | female | 3 | 3 | 2006 | 4 | 24 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 5 | 6 | 4 | 0 | 1 | 2 | 0 | 1 | 2 | 0 | 1 | 2 |
74 | Ishida, Catherine Mie | UNIVERSITY OF HAWAI'I | 2004 | female | 1 | 0 | 2004 | 2 | 6 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 |
75 | Clarke, Roland Michael | STANFORD UNIVERSITY | 2004 | male | 1 | 0 | 2004 | 10 | 2 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 5 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |
76 | Hoffman, Ian M. | THE UNIVERSITY OF NEW MEXICO | 2004 | male | 3 | 7 | 2014 | 5 | 9 | 2014 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 |  0 | 1 | 1 | 0 | 2 | 1 | 2 | 0 | 2 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 0 | 0 |
77 | Trampedach, Regner | MICHIGAN STATE UNIVERSITY | 2004 | male | 2 | 7 | 2017 | 7 | 27 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 2 | 0 | 0 |  2 | 2 | 1 | 0 | 0 | 2 | 1 | 2 | 2 | 0 | 0 | 4 | 3 | 3 | 4 | 5 | 1 | 0 |
78 | Barnes, Jason Wayne | THE UNIVERSITY OF ARIZONA | 2004 | male | 4 | 23 | 2016 | 7 | 90 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 2 | 3 | 1 | 5 | 0 | 3 | 1 | 3 | 1 | 2 | 1 |  0 | 1 | 2 | 1 | 1 | 2 | 2 | 3 | 7 | 7 | 9 | 8 | 6 | 16 | 7 | 11 | 7 | 6 |
79 | Fregeau, John M. | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2004 | male | 4 | 6 | 2009 | 7 | 19 | 2013 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 2 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 1 | 1 | 3 | 1 | 6 | 2 | 3 | 3 | 2 | 0 | 1 | 1 | 0 | 0 | 0 |
80 | Juett, Adrienne Marie | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2004 | female | 6 | 6 | 2010 | 9 | 21 | 2010 | 0 | 0 | 1 | 1 | 2 | 2 | 2 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 2 | 3 | 2 | 3 | 3 | 6 | 5 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
81 | Liu, Jingsong | STANFORD UNIVERSITY | 2004 | male | 14 | 48 | 2017 | 41 | 289 | 2017 | 3 | 3 | 1 | 1 | 1 | 5 | 1 | 3 | 2 | 3 | 3 | 4 | 8 | 6 | 8 | 0 | 4 | 2 |  6 | 5 | 9 | 3 | 6 | 12 | 9 | 12 | 10 | 17 | 23 | 25 | 28 | 38 | 38 | 24 | 24 | 19 |
82 | Cushing, Michael C. | UNIVERSITY OF HAWAI'I | 2004 | male | 4 | 11 | 2016 | 11 | 74 | 2017 | 0 | 1 | 0 | 0 | 1 | 2 | 1 | 2 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 1 | 0 | 1 |  0 | 1 | 0 | 2 | 3 | 5 | 2 | 6 | 4 | 6 | 8 | 8 | 6 | 8 | 8 | 7 | 2 | 8 |
83 | Neill, James D., III | COLUMBIA UNIVERSITY | 2004 | male | 4 | 7 | 2014 | 5 | 62 | 2017 | 0 | 0 | 1 | 1 | 0 | 2 | 2 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 1 | 2 | 0 | 2 | 3 | 7 | 2 | 3 | 2 | 5 | 11 | 6 | 4 | 6 | 4 | 6 |
84 | Ozturk, M. Kaan | Rice University, Texas, USA | 2004 | male | 1 | 0 | 2004 | 1 | 3 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
85 | Kundu, Joydip | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2004 | male | 3 | 0 | 2004 | 4 | 1 | 2005 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
86 | O'Meara, John M. | UNIVERSITY OF CALIFORNIA, SAN DIEGO | 2004 | male | 2 | 6 | 2015 | 15 | 52 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 |  0 | 4 | 3 | 2 | 2 | 4 | 1 | 3 | 2 | 1 | 1 | 3 | 6 | 3 | 9 | 7 | 8 | 8 |
87 | Jeltema, Tesla Erin | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2004 | male | 5 | 15 | 2016 | 6 | 56 | 2017 | 0 | 1 | 1 | 0 | 1 | 2 | 1 | 1 | 1 | 5 | 2 | 0 | 1 | 1 | 0 | 1 | 1 | 1 |  0 | 1 | 1 | 1 | 1 | 2 | 1 | 3 | 2 | 6 | 6 | 6 | 4 | 5 | 3 | 3 | 8 | 6 |
88 | Leonard, Douglas Sidney | THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL | 2004 | male | 1 | 1 | 2006 | 1 | 15 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 3 | 0 | 1 | 0 | 1 | 1 | 3 | 3 | 1 |
89 | Becker, John Alex | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2004 | male | 1 | 1 | 2008 | 1 | 43 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 5 | 5 | 2 | 1 | 12 | 12 | 0 | 2 | 0 | 1 |
90 | Mastrapa, Rachel Michelle Elizabeth | THE UNIVERSITY OF ARIZONA | 2004 | female | 2 | 2 | 2010 | 2 | 7 | 2015 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 1 | 0 |
91 | Nita, Gelu-Marius | New Jersey Institute of Technology, New Jersey, USA | 2004 | male | 4 | 11 | 2016 | 7 | 27 | 2016 | 0 | 0 | 0 | 1 | 0 | 3 | 1 | 0 | 1 | 1 | 0 | 2 | 1 | 0 | 0 | 1 | 1 | 3 |  0 | 0 | 0 | 1 | 2 | 4 | 3 | 0 | 2 | 3 | 4 | 3 | 3 | 0 | 2 | 1 | 2 | 4 |
92 | Ou, Shanglli | Louisiana State University and Agricultural & Mechanical College, Louisiana, USA | 2004 | None | 2 | 0 | 2004 | 4 | 2 | 2007 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
93 | Salow, Robert M. | OHIO UNIVERSITY | 2004 | male | 3 | 0 | 2004 | 3 | 0 | 2004 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
94 | Montgomery-Bobertz, Michele Marie | FLORIDA INSTITUTE OF TECHNOLOGY | 2004 | male | 1 | 0 | 2004 | 1 | 0 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
95 | McNeil, Stephen R. | BRIGHAM YOUNG UNIVERSITY | 2004 | male | 1 | 1 | 2005 | 1 | 2 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
96 | Mukadam, Anjum Shagufta | THE UNIVERSITY OF TEXAS AT AUSTIN | 2004 | male | 6 | 9 | 2016 | 19 | 42 | 2017 | 0 | 0 | 0 | 1 | 2 | 3 | 1 | 1 | 1 | 0 | 0 | 1 | 2 | 0 | 2 | 0 | 0 | 1 |  0 | 2 | 0 | 2 | 9 | 6 | 4 | 3 | 6 | 3 | 2 | 6 | 4 | 5 | 5 | 0 | 0 | 3 |
97 | Levine, Jonathan | University of California, rkeley, California, USA | 2004 | male | 1 | 8 | 2012 | 5 | 12 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 2 | 1 | 1 | 1 | 3 | 2 | 0 | 0 | 3 | 1 | 0 | 1 | 0 | 0 |
98 | Zhao, Junwei | STANFORD UNIVERSITY | 2004 | male | 6 | 38 | 2016 | 22 | 150 | 2017 | 0 | 0 | 1 | 1 | 1 | 3 | 0 | 2 | 2 | 2 | 1 | 3 | 5 | 6 | 5 | 4 | 3 | 5 |  1 | 1 | 4 | 2 | 3 | 11 | 6 | 15 | 9 | 14 | 10 | 4 | 17 | 16 | 14 | 13 | 15 | 12 |
99 | O'Brien, David Patrick | THE UNIVERSITY OF ARIZONA | 2004 | male | 3 | 11 | 2014 | 12 | 70 | 2016 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 2 | 1 | 0 | 2 | 0 | 3 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 1 | 2 | 4 | 5 | 3 | 4 | 3 | 2 | 5 | 5 | 8 | 12 | 10 | 7 | 6 | 5 |
100 | Yu, D. B. | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2004 | None | 1 | 0 | 2004 | 4 | 4 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
101 | Cruz, Kelle Lin | UNIVERSITY OF PENNSYLVANIA | 2004 | female | 4 | 2 | 2009 | 17 | 53 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 5 | 5 | 4 | 1 | 5 | 7 | 7 | 6 | 4 | 1 | 4 | 4 | 5 | 5 | 2 |
102 | Yang, Weidong | MICHIGAN TECHNOLOGICAL UNIVERSITY | 2004 | male | 3 | 5 | 2014 | 5 | 32 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 |  1 | 0 | 0 | 0 | 2 | 2 | 2 | 1 | 3 | 0 | 2 | 5 | 4 | 2 | 4 | 6 | 2 | 1 |
103 | Kessler-Silacci, Jacqueline | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2004 | female | 1 | 3 | 2007 | 2 | 19 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 5 | 5 | 6 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
104 | Sollitt, Luke | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2004 | male | 4 | 1 | 2008 | 4 | 6 | 2010 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 2 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |
105 | Chen, Guo-Xin | THE OHIO STATE UNIVERSITY | 2004 | male | 9 | 12 | 2017 | 26 | 37 | 2017 | 1 | 3 | 1 | 1 | 2 | 1 | 0 | 2 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 3 | 0 | 1 |  4 | 3 | 7 | 4 | 7 | 1 | 2 | 4 | 2 | 2 | 3 | 4 | 3 | 1 | 6 | 4 | 0 | 4 |
106 | O'Shaughnessy, R. | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2004 | None | 3 | 18 | 2017 | 3 | 185 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 3 | 1 | 1 | 2 | 0 | 3 | 2 | 2 | 1 | 2 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 4 | 4 | 11 | 19 | 14 | 14 | 10 | 23 | 12 | 20 | 14 | 29 |
107 | Shaposhnikov, Nickolai | GEORGE MASON UNIVERSITY | 2004 | male | 4 | 4 | 2009 | 5 | 9 | 2013 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 2 | 1 | 1 | 3 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 |
108 | Wang, Xiaomin | UNIVERSITY OF PENNSYLVANIA | 2004 | female | 20 | 76 | 2016 | 76 | 325 | 2017 | 2 | 3 | 4 | 5 | 4 | 2 | 5 | 5 | 5 | 4 | 11 | 5 | 5 | 12 | 7 | 6 | 8 | 3 |  5 | 5 | 21 | 10 | 24 | 11 | 28 | 20 | 17 | 33 | 21 | 12 | 15 | 28 | 23 | 32 | 38 | 49 |
109 | Cheung, Chi C. | BRANDEIS UNIVERSITY | 2004 | female | 6 | 9 | 2016 | 14 | 222 | 2017 | 0 | 1 | 0 | 1 | 2 | 2 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 0 | 1 |  0 | 1 | 1 | 4 | 3 | 5 | 4 | 5 | 9 | 5 | 39 | 55 | 30 | 20 | 16 | 14 | 14 | 10 |
110 | Hamilton, Catrina Marie | WESLEYAN UNIVERSITY | 2004 | female | 3 | 2 | 2012 | 5 | 11 | 2016 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 3 | 0 | 4 | 0 | 0 | 0 | 1 |
111 | Jena, Tridivesh | UNIVERSITY OF CALIFORNIA, SAN DIEGO | 2004 | None | 1 | 1 | 2005 | 2 | 5 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
112 | Cauquy, Marie-Astrid A. | MICHIGAN TECHNOLOGICAL UNIVERSITY | 2004 | female | 1 | 0 | 2004 | 1 | 0 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
113 | Volgenau, Nikolaus H. | University of Maryland, llege Park, Maryland, USA | 2004 | male | 1 | 1 | 2006 | 1 | 19 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 3 | 0 | 3 | 2 | 0 | 2 | 1 | 3 | 3 | 0 | 2 |
114 | Leiweke, Robert John | THE OHIO STATE UNIVERSITY | 2004 | male | 1 | 0 | 2004 | 1 | 0 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
115 | Bouchez, Antonin Henri | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2004 | male | 3 | 2 | 2012 | 7 | 28 | 2015 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  2 | 1 | 1 | 1 | 0 | 2 | 8 | 8 | 1 | 0 | 0 | 3 | 3 | 2 | 2 | 0 | 1 | 0 |
116 | Borgman, Jacob | TUFTS UNIVERSITY | 2004 | male | 3 | 0 | 2004 | 3 | 0 | 2004 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
117 | Hayes-Gehrke, Melissa N. | BOSTON UNIVERSITY | 2004 | female | 2 | 13 | 2016 | 2 | 13 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 5 | 4 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 5 | 4 |
118 | Yost, Sarah Anne | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2004 | female | 4 | 6 | 2015 | 25 | 23 | 2015 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 2 | 3 | 6 | 9 | 5 | 4 | 7 | 4 | 1 | 2 | 2 | 0 | 1 | 0 | 1 | 1 | 0 |
119 | Miles, Aaron R. | UNIVERSITY OF MARYLAND, COLLEGE PARK | 2004 | male | 2 | 2 | 2009 | 3 | 10 | 2011 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 3 | 0 | 4 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
120 | Sharma, Ishan | CORNELL UNIVERSITY | 2004 | male | 1 | 9 | 2016 | 1 | 13 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 1 | 1 | 1 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 2 | 1 | 0 | 1 | 4 | 1 | 1 | 1 |
121 | Ji, Shuo | RICE UNIVERSITY | 2004 | male | 3 | 0 | 2004 | 3 | 0 | 2004 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
122 | Bierhaus, Edward B. | UNIVERSITY OF COLORADO AT BOULDER | 2004 | male | 2 | 4 | 2015 | 2 | 8 | 2015 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 4 | 0 |
123 | Chang, Tzu-Ching | COLUMBIA UNIVERSITY | 2004 | None | 5 | 3 | 2015 | 9 | 30 | 2017 | 0 | 0 | 2 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 |  1 | 1 | 3 | 2 | 0 | 2 | 0 | 0 | 3 | 1 | 2 | 3 | 2 | 0 | 6 | 0 | 8 | 4 |
124 | Wilhite, Brian C. | The University of Chicago, Illinois, USA | 2004 | male | 1 | 4 | 2008 | 7 | 12 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 2 | 1 | 3 | 2 | 3 | 4 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
125 | Adhikari, Rana | Massachusetts Institute of Technology, Massachusetts, USA | 2004 | female | 3 | 2 | 2017 | 11 | 169 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 8 | 8 | 4 | 8 | 16 | 14 | 9 | 8 | 22 | 8 | 19 | 9 | 31 |
126 | Cho, Demian H. J. | THE UNIVERSITY OF WISCONSIN - MILWAUKEE | 2004 | male | 1 | 2 | 2007 | 1 | 2 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
127 | Henning, Reyco | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2004 | male | 1 | 0 | 2004 | 2 | 13 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 1 | 1 | 3 | 1 | 1 | 1 | 0 | 0 | 2 | 2 | 0 | 2 | 0 |
128 | Koller, Josef | RICE UNIVERSITY | 2004 | male | 5 | 1 | 2007 | 9 | 16 | 2014 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 3 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 2 | 3 | 2 | 4 | 3 | 0 | 0 |
