n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
169 | Brucker, Melissa J. | The University of Oklahoma | 2009 | female | 2 | 0 | 2009 | 2 | 2 | 2013 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |
170 | Cowan, Nicolas B. | University of Washington | 2009 | male | 4 | 12 | 2017 | 8 | 44 | 2017 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 3 | 3 | 2 | 1 | 1 | 1 |  0 | 0 | 0 | 2 | 2 | 4 | 0 | 6 | 10 | 7 | 5 | 7 | 5 |
171 | Strand, Natalie Erin | University of Illinois at Urbana-Champaign | 2009 | female | 2 | 0 | 2009 | 9 | 0 | 2009 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
172 | Galvan, David Andrew | University of California, Los Angeles | 2009 | male | 2 | 2 | 2011 | 6 | 5 | 2013 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 3 | 1 | 1 | 1 | 2 | 1 | 0 | 0 | 0 |
173 | Hewitt, John William | Northwestern University | 2009 | male | 6 | 2 | 2015 | 10 | 57 | 2017 | 0 | 0 | 1 | 0 | 1 | 4 | 0 | 0 | 1 | 0 | 0 | 1 | 0 |  1 | 0 | 1 | 0 | 1 | 7 | 0 | 4 | 1 | 10 | 8 | 14 | 18 |
174 | Vieira, Joaquin D. | The University of Chicago | 2009 | male | 1 | 2 | 2013 | 10 | 147 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 2 | 0 | 3 | 1 | 4 | 22 | 19 | 22 | 28 | 13 | 18 | 23 |
175 | Munoz Burgos, Jorge Manuel | Auburn University | 2009 | male | 2 | 0 | 2009 | 2 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
176 | Mukherjee, Abhishek | University of Illinois at Urbana-Champaign | 2009 | male | 3 | 0 | 2009 | 4 | 11 | 2016 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 3 | 0 | 2 | 0 | 4 |
177 | Hao, Jiangang | University of Michigan | 2009 | male | 5 | 2 | 2011 | 13 | 27 | 2017 | 0 | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 0 | 3 | 8 | 5 | 1 | 8 | 1 | 4 | 5 | 2 |
178 | Kay, Jason David | Princeton University | 2009 | male | 1 | 0 | 2009 | 2 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
179 | Mack, Katherine J. | Princeton University | 2009 | female | 3 | 4 | 2014 | 5 | 9 | 2017 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 0 | 0 |  0 | 1 | 0 | 2 | 1 | 1 | 0 | 2 | 1 | 0 | 1 | 4 | 0 |
180 | Monson, Andrew John | University of Wyoming | 2009 | male | 2 | 3 | 2017 | 4 | 28 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 0 | 2 | 0 | 2 | 3 | 6 | 4 | 4 | 6 |
181 | Neakrase, Lynn D. V. | Arizona State University | 2009 | female | 2 | 3 | 2016 | 7 | 8 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 1 |  1 | 1 | 3 | 0 | 1 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 5 |
182 | Yagi, Atsushi | University of Michigan | 2009 | male | 2 | 0 | 2009 | 5 | 3 | 2017 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 |
183 | Zimmerman, David Christopher | University of California, Irvine | 2009 | male | 1 | 1 | 2010 | 2 | 2 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |
184 | Ammons, Stephen Mark | University of California, Santa Cruz | 2009 | male | 3 | 3 | 2014 | 10 | 35 | 2017 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 2 | 3 | 2 | 1 | 2 | 2 | 3 | 2 | 4 | 3 | 8 | 10 |
185 | Brown, Shea D. | University of Minnesota | 2009 | female | 2 | 7 | 2017 | 16 | 31 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 5 | 0 | 0 | 0 | 0 | 0 |  4 | 0 | 1 | 5 | 2 | 4 | 1 | 10 | 3 | 5 | 2 | 3 | 3 |
186 | Depies, Matthew | University of Washington | 2009 | male | 2 | 0 | 2009 | 2 | 0 | 2009 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
187 | Etienne, Zachariah Burke | University of Illinois at Urbana-Champaign | 2009 | male | 5 | 6 | 2015 | 11 | 26 | 2017 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 0 | 3 | 0 | 1 | 1 | 0 |  0 | 0 | 1 | 2 | 2 | 6 | 1 | 2 | 6 | 3 | 4 | 1 | 3 |
188 | Finlator, Kristian Markwart | The University of Arizona | 2009 | male | 6 | 7 | 2017 | 9 | 33 | 2017 | 0 | 0 | 1 | 1 | 1 | 3 | 0 | 2 | 1 | 1 | 0 | 1 | 1 |  0 | 0 | 3 | 1 | 1 | 4 | 2 | 6 | 6 | 6 | 1 | 5 | 3 |
189 | Gupta, Anjali | University of Miami | 2009 | female | 7 | 11 | 2017 | 25 | 71 | 2017 | 1 | 2 | 0 | 0 | 1 | 3 | 0 | 1 | 2 | 2 | 3 | 2 | 0 |  2 | 2 | 3 | 5 | 6 | 7 | 2 | 3 | 3 | 5 | 5 | 7 | 32 |
190 | Healey, Stephen Edward | Stanford University | 2009 | male | 4 | 0 | 2009 | 17 | 31 | 2015 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 3 | 2 | 11 | 20 | 4 | 3 | 1 | 2 | 1 | 0 |
191 | James, David | University of Colorado at Boulder | 2009 | male | 2 | 4 | 2016 | 24 | 121 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 1 |  4 | 5 | 4 | 0 | 7 | 4 | 7 | 4 | 2 | 3 | 7 | 19 | 48 |
192 | Kwong, John | Princeton University | 2009 | male | 1 | 1 | 2010 | 9 | 6 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 2 | 2 | 3 | 1 | 2 | 0 | 1 | 0 | 0 | 2 |
193 | Morgan, Jodie Rachelle | University of Virginia | 2009 | female | 1 | 0 | 2009 | 9 | 38 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 3 | 0 | 0 | 0 | 4 | 1 | 3 | 0 | 5 | 6 | 7 | 8 |
194 | Martino, Matthew C. | University of Pennsylvania | 2009 | male | 3 | 0 | 2009 | 5 | 4 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 3 |
195 | Srinivasan, Sundar | The Johns Hopkins University | 2009 | male | 3 | 4 | 2016 | 8 | 49 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 1 |  0 | 0 | 0 | 1 | 3 | 4 | 18 | 7 | 6 | 2 | 4 | 8 | 4 |
196 | de Leuw, Simone | University of California, Los Angeles | 2009 | male | 3 | 1 | 2010 | 3 | 1 | 2010 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
197 | Flewelling, Heather Anne | University of Michigan | 2009 | female | 1 | 0 | 2009 | 2 | 82 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 3 | 3 | 5 | 7 | 17 | 22 | 20 |
198 | Ghosh, Himel | The Ohio State University | 2009 | male | 4 | 0 | 2009 | 13 | 3 | 2012 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  4 | 2 | 2 | 2 | 1 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 0 |
199 | van Every, Kent J. | Purdue University | 2009 | male | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
200 | Hole, Karen Tabetha | The University of Wisconsin - Madison | 2009 | female | 2 | 2 | 2012 | 3 | 5 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 2 | 1 | 1 | 1 | 0 | 0 | 2 | 0 |
201 | Loverde, Marilena | Columbia University | 2009 | female | 4 | 1 | 2010 | 7 | 14 | 2016 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 4 | 1 | 1 | 3 | 2 | 1 | 4 | 0 | 3 |
202 | Stoker, Joshua Bradshaw | Michigan State University | 2009 | male | 2 | 0 | 2009 | 3 | 3 | 2012 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 2 | 1 | 0 | 0 | 0 | 0 |
203 | Tripathi, Swapnil | The University of Wisconsin - Milwaukee | 2009 | male | 5 | 3 | 2015 | 18 | 7 | 2016 | 0 | 2 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 |  1 | 3 | 2 | 3 | 5 | 4 | 1 | 1 | 1 | 1 | 0 | 2 | 1 |
204 | Prosser, Jodicus Wayne | Texas A&M University | 2009 | None | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
205 | Moran, Jane A. | The University of North Carolina at Chapel Hill | 2009 | female | 2 | 0 | 2009 | 6 | 0 | 2009 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
206 | Ruiter, Ashley Jade | New Mexico State University | 2009 | female | 4 | 4 | 2014 | 5 | 35 | 2017 | 0 | 0 | 1 | 0 | 0 | 3 | 1 | 1 | 0 | 1 | 1 | 0 | 0 |  0 | 1 | 1 | 0 | 0 | 3 | 5 | 1 | 1 | 6 | 6 | 8 | 6 |
207 | Gogarten, Stephanie Morris | University of Washington | 2009 | female | 3 | 1 | 2010 | 10 | 6 | 2012 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 2 | 0 | 7 | 2 | 3 | 1 | 0 | 0 | 0 | 0 |
208 | Hubmayr, Johannes | University of Minnesota | 2009 | male | 1 | 2 | 2015 | 2 | 25 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 2 | 4 | 6 | 9 |
209 | Kirby, Evan N. | University of California, Santa Cruz | 2009 | male | 5 | 20 | 2017 | 23 | 57 | 2017 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 4 | 4 | 3 | 1 | 3 | 1 |  0 | 0 | 0 | 7 | 8 | 8 | 8 | 8 | 12 | 10 | 8 | 3 | 3 |
210 | Meidt, Sharon E. | The University of New Mexico | 2009 | female | 5 | 7 | 2016 | 7 | 63 | 2017 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 0 | 2 | 1 | 1 | 2 | 1 |  1 | 0 | 1 | 1 | 2 | 2 | 4 | 5 | 8 | 14 | 8 | 9 | 11 |
211 | Swetz, Daniel S. | University of Pennsylvania | 2009 | male | 1 | 1 | 2011 | 5 | 32 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 2 | 1 | 6 | 10 | 7 | 5 | 2 | 2 | 0 |
212 | Tamura, Kazuyuki | Arizona State University | 2009 | male | 2 | 1 | 2010 | 9 | 7 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 6 | 0 | 0 | 0 | 2 | 2 | 1 | 2 | 1 | 0 | 0 | 0 |
213 | Wendel, Deirdre E. | Rice University | 2009 | female | 2 | 1 | 2013 | 2 | 5 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 2 | 0 | 1 | 2 |
214 | Graves, Genevieve J. | University of California, Santa Cruz | 2009 | female | 6 | 2 | 2010 | 11 | 33 | 2015 | 0 | 1 | 0 | 1 | 1 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 1 | 2 | 5 | 3 | 3 | 6 | 7 | 12 | 2 | 0 |
215 | Hincks, Adam Douglas | Princeton University | 2009 | male | 1 | 2 | 2013 | 3 | 58 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 3 | 10 | 8 | 12 | 5 | 10 | 7 |
216 | Bowen, Jason Dione | University of California, Berkeley | 2009 | male | 1 | 0 | 2009 | 4 | 2 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 2 |
217 | Downes, Thomas Patrick | The University of Chicago | 2009 | male | 3 | 4 | 2014 | 8 | 69 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 2 | 0 | 1 | 0 | 0 |  3 | 1 | 1 | 1 | 0 | 2 | 0 | 3 | 7 | 4 | 11 | 5 | 29 |
218 | Flauger, Raphael Manfred | The University of Texas at Austin | 2009 | male | 2 | 4 | 2014 | 3 | 13 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 2 | 3 | 2 | 2 | 2 | 1 | 0 |
219 | Uzpen, Brian Robert | University of Wyoming | 2009 | male | 5 | 0 | 2009 | 12 | 1 | 2010 | 0 | 1 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 4 | 1 | 3 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
220 | Cahill, Maria J. | The University of Wisconsin - Milwaukee | 2009 | female | 1 | 1 | 2012 | 1 | 1 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
221 | Zuhone, John A. | The University of Chicago | 2009 | male | 1 | 1 | 2016 | 1 | 20 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 3 | 3 | 2 | 3 | 5 |
222 | Austermann, Jason Edward | University of Massachusetts Amherst | 2009 | male | 1 | 1 | 2010 | 11 | 45 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 5 | 4 | 9 | 8 | 7 | 4 | 3 | 6 | 5 |
223 | Bullard, Floyd | Duke University | 2009 | male | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
224 | Coffey, Victoria Newman | The University of Alabama in Huntsville | 2009 | female | 2 | 0 | 2009 | 3 | 11 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 10 |
225 | Daniel, Scott Foster | Dartmouth College | 2009 | male | 5 | 5 | 2014 | 7 | 5 | 2014 | 0 | 0 | 0 | 1 | 1 | 3 | 2 | 1 | 0 | 1 | 1 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 4 | 2 | 1 | 0 | 1 | 1 | 0 | 0 |
226 | Winter, Henry Degraffenried, III | Montana State University | 2009 | male | 1 | 1 | 2011 | 1 | 3 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 |
227 | Xu, Hao | University of California, San Diego | 2009 | male | 9 | 12 | 2017 | 26 | 46 | 2017 | 3 | 0 | 1 | 0 | 2 | 3 | 1 | 1 | 1 | 1 | 3 | 1 | 3 |  4 | 5 | 5 | 2 | 6 | 4 | 2 | 6 | 6 | 9 | 8 | 4 | 7 |
228 | Yashar, Mark | University of California, Davis | 2009 | male | 2 | 0 | 2009 | 5 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
229 | Fahnestock, Eugene Gregory | University of Michigan | 2009 | male | 4 | 0 | 2009 | 7 | 3 | 2014 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 3 | 0 | 1 | 3 | 0 | 0 | 0 | 2 | 1 | 0 | 0 |
230 | Harker, Brian J. | Utah State University | 2009 | male | 1 | 3 | 2013 | 1 | 3 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 |
231 | Jackson, Brian Kendall | The University of Arizona | 2009 | male | 6 | 6 | 2017 | 14 | 40 | 2017 | 0 | 1 | 0 | 0 | 3 | 2 | 1 | 0 | 1 | 1 | 0 | 1 | 1 |  0 | 3 | 1 | 0 | 4 | 6 | 13 | 1 | 6 | 3 | 4 | 4 | 7 |
232 | Kulkarni, Prajwal | Stanford University | 2009 | male | 4 | 1 | 2015 | 8 | 3 | 2015 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 1 | 1 | 4 | 2 | 0 | 1 | 0 | 0 | 1 | 1 | 0 |
233 | Li, Zhiyuan | University of Massachusetts Amherst | 2009 | male | 26 | 26 | 2016 | 67 | 104 | 2017 | 3 | 3 | 4 | 8 | 4 | 4 | 6 | 5 | 3 | 4 | 5 | 2 | 1 |  8 | 12 | 8 | 16 | 12 | 11 | 16 | 11 | 13 | 14 | 19 | 14 | 12 |
234 | Nihei, Taryn Candace | University of Pennsylvania | 2009 | female | 2 | 0 | 2009 | 3 | 0 | 2009 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
235 | Ontiveros, Paul Alejandro | Rice University | 2009 | male | 2 | 0 | 2009 | 2 | 1 | 2012 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
236 | Vega, Michael Francis Ian G., II | University of Florida | 2009 | male | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
237 | Fidler, Chuck Gary | Syracuse University | 2009 | male | 1 | 0 | 2009 | 1 | 2 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |
238 | Taylor, Nancy Karen | Washington University in St. Louis | 2009 | female | 2 | 0 | 2009 | 2 | 1 | 2010 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
239 | Padi, Megha | Harvard University | 2009 | female | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
240 | Stanek, Rebecca M. | University of Michigan | 2009 | female | 3 | 1 | 2010 | 5 | 1 | 2010 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
241 | Watanabe, Yuki | The University of Texas at Austin | 2009 | female | 8 | 6 | 2015 | 46 | 24 | 2016 | 0 | 0 | 1 | 1 | 3 | 3 | 0 | 2 | 1 | 1 | 0 | 2 | 0 |  5 | 6 | 6 | 3 | 16 | 10 | 1 | 7 | 3 | 2 | 2 | 7 | 2 |
242 | Bursick, Shelly K. | University of Arkansas | 2009 | female | 1 | 0 | 2009 | 2 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
243 | Johnston, Wm. Robert | The University of Texas at Dallas | 2009 | None | 2 | 10 | 2016 | 22 | 12 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 1 | 2 | 2 | 0 | 2 |  7 | 7 | 3 | 1 | 2 | 2 | 2 | 1 | 2 | 3 | 2 | 0 | 2 |
244 | Miller-Ricci, Eliza | Harvard University | 2009 | female | 5 | 3 | 2012 | 10 | 26 | 2017 | 0 | 0 | 0 | 0 | 2 | 3 | 1 | 0 | 2 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 4 | 4 | 2 | 4 | 3 | 2 | 6 | 2 | 2 |
245 | Pereira, Maria J. R. R. | Columbia University | 2009 | female | 1 | 0 | 2009 | 2 | 2 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |
246 | Mellon, Richard Robert | University of Virginia | 2009 | male | 3 | 0 | 2009 | 3 | 0 | 2009 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
247 | Pazos, Enrique | University of Maryland, College Park | 2009 | male | 3 | 1 | 2010 | 5 | 2 | 2012 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |
248 | Proszkow, Eva-Marie | University of Michigan | 2009 | female | 4 | 0 | 2009 | 7 | 0 | 2009 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
249 | Raghavan, Deepak | Georgia State University | 2009 | male | 3 | 2 | 2012 | 6 | 6 | 2016 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 1 | 2 | 2 | 2 | 1 | 0 | 0 | 0 | 1 |
250 | Tang, Shikui | University of Massachusetts Amherst | 2009 | None | 6 | 1 | 2010 | 10 | 8 | 2012 | 0 | 1 | 0 | 0 | 1 | 4 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 4 | 4 | 5 | 2 | 1 | 0 | 0 | 0 | 0 |
251 | Westfall, Kyle Brian | The University of Wisconsin - Madison | 2009 | male | 3 | 3 | 2014 | 8 | 23 | 2017 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 |  1 | 1 | 2 | 3 | 0 | 1 | 2 | 3 | 0 | 2 | 2 | 2 | 8 |
252 | Blandon Zapata, Juan David | University of Central Florida | 2009 | male | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
