n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1993 | fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1993 | all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
52 | Leigh, Darren Laney | HARVARD UNIVERSITY | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
53 | Haiman, Zoltan | HARVARD UNIVERSITY | 1998 | male | 10 | 35 | 2016 | 12 | 196 | 2017 | 0 | 2 | 0 | 2 | 3 | 3 | 6 | 4 | 6 | 2 | 2 | 6 | 1 | 2 | 1 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 1 |  1 | 2 | 0 | 2 | 4 | 3 | 6 | 7 | 12 | 8 | 10 | 18 | 10 | 13 | 12 | 11 | 12 | 6 | 6 | 7 | 13 | 13 | 10 | 15 |
54 | Reisenfeld, Daniel Brett | HARVARD UNIVERSITY | 1998 | male | 1 | 7 | 2016 | 2 | 84 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 |  0 | 0 | 1 | 0 | 0 | 1 | 1 | 3 | 1 | 1 | 5 | 3 | 6 | 4 | 7 | 3 | 7 | 6 | 7 | 8 | 8 | 4 | 2 | 6 |
55 | Wan, Lin | PRINCETON UNIVERSITY | 1998 | female | 4 | 1 | 2000 | 6 | 4 | 2016 | 0 | 0 | 0 | 1 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 3 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 |
56 | Weinstein, Steven | NORTHWESTERN UNIVERSITY | 1998 | male | 1 | 2 | 2011 | 4 | 4 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
57 | Chemishkian, Sergey Y. | THE UNIVERSITY OF ARIZONA | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
58 | Weintroub, Jonathan | HARVARD UNIVERSITY | 1998 | male | 1 | 1 | 2008 | 1 | 14 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 2 | 1 | 1 | 4 | 3 |
59 | Chloupek, Frank Ray | THE OHIO STATE UNIVERSITY | 1998 | male | 1 | 1 | 1999 | 3 | 1 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
60 | Kaye, Anthony Bresenhan | GEORGIA STATE UNIVERSITY | 1998 | male | 6 | 8 | 2007 | 7 | 23 | 2009 | 0 | 0 | 1 | 1 | 1 | 3 | 4 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 4 | 9 | 2 | 3 | 1 | 3 | 2 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
61 | Cheng, Yu-Chung Norman | CASE WESTERN RESERVE UNIVERSITY | 1998 | male | 1 | 6 | 2017 | 1 | 19 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 1 | 2 | 2 | 1 |
62 | Gerwe, David Roderick | NORTHWESTERN UNIVERSITY | 1998 | male | 2 | 1 | 2002 | 2 | 1 | 2002 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
63 | Heo, Junseong | Yale University | 1998 | male | 1 | 0 | 1998 | 2 | 1 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
64 | Balashov, Yuri V. | UNIVERSITY OF NOTRE DAME | 1998 | male | 1 | 0 | 1998 | 2 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
65 | Huber, David M. | UNIVERSITY OF DELAWARE | 1998 | male | 1 | 11 | 2012 | 7 | 132 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 3 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 4 | 2 | 0 | 1 | 1 | 1 | 2 | 2 | 0 | 0 | 0 | 1 | 2 | 10 | 3 | 9 | 22 | 16 | 15 | 19 | 10 | 16 |
66 | Stairs, Ingrid Helen | PRINCETON UNIVERSITY | 1998 | female | 2 | 11 | 2006 | 2 | 172 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 1 | 1 | 1 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 6 | 8 | 6 | 5 | 9 | 10 | 12 | 7 | 7 | 7 | 13 | 9 | 8 | 16 | 16 | 15 | 14 |
67 | Ellithorpe, Don Wise | THE UNIVERSITY OF CHICAGO | 1998 | male | 3 | 0 | 1998 | 8 | 1 | 2003 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 1 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
68 | Lee-Alardin, William Henry | THE UNIVERSITY OF WISCONSIN - MADISON | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
69 | Barnes, Christopher | PRINCETON UNIVERSITY | 1998 | male | 7 | 3 | 2008 | 16 | 18 | 2014 | 1 | 0 | 3 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 2 | 3 | 3 | 3 | 3 | 1 | 0 | 0 | 0 | 9 | 0 | 0 | 2 | 2 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 |
70 | Distel, James Ross | UNIVERSITY OF PENNSYLVANIA | 1998 | male | 1 | 1 | 2003 | 4 | 2 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
71 | Castronovo, Joseph Anthony, Jr. | THE UNIVERSITY OF ARIZONA | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
72 | Marani, Gabriela Fabiana | Institute for Computational Sciences & Informatics - George Mason University | 1998 | female | 2 | 2 | 2000 | 4 | 4 | 2001 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
73 | Fu, Yi | MICHIGAN TECHNOLOGICAL UNIVERSITY | 1998 | male | 5 | 6 | 2015 | 13 | 49 | 2015 | 0 | 0 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 |  2 | 0 | 2 | 1 | 7 | 1 | 4 | 6 | 14 | 4 | 3 | 2 | 2 | 0 | 1 | 2 | 4 | 2 | 0 | 1 | 1 | 0 | 3 | 0 |
74 | Ojha, Roopesh | BRANDEIS UNIVERSITY | 1998 | male | 1 | 12 | 2013 | 2 | 74 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 5 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 3 | 1 | 1 | 9 | 2 | 3 | 1 | 3 | 4 | 6 | 4 | 4 | 7 | 6 | 7 | 10 |
75 | Cress, Catherine Marion | COLUMBIA UNIVERSITY | 1998 | female | 3 | 0 | 1998 | 4 | 17 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 1 | 2 | 1 | 4 | 1 |
76 | Turner, Anne Marie | THE UNIVERSITY OF ARIZONA | 1998 | female | 2 | 1 | 1999 | 15 | 13 | 2013 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 1 | 3 | 3 | 6 | 6 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 |
77 | Yingst, Robin Aileen | BROWN UNIVERSITY | 1998 | male | 3 | 10 | 2016 | 3 | 39 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 2 | 1 | 1 | 3 | 5 | 16 | 1 | 3 |
78 | Butt, Yousaf Mahmood | Yale University | 1998 | male | 2 | 14 | 2010 | 4 | 51 | 2010 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 2 | 2 | 0 | 0 | 1 | 1 | 5 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 1 | 1 | 3 | 2 | 7 | 3 | 1 | 3 | 5 | 11 | 10 | 4 | 0 | 0 | 0 | 0 | 0 | 0 |
79 | Martinez, Ty | THE UNIVERSITY OF ARIZONA | 1998 | male | 1 | 0 | 1998 | 2 | 4 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 |
80 | Rivera-Ocasio, Gladys | Yale University | 1998 | female | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
81 | Woolf, Vincent Martell | THE UNIVERSITY OF TEXAS AT AUSTIN | 1998 | male | 2 | 13 | 2012 | 3 | 27 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 2 | 1 | 1 | 3 | 0 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 1 | 3 | 1 | 2 | 3 | 1 | 3 | 3 | 2 | 1 | 0 | 2 | 0 | 0 | 3 | 0 | 1 | 0 | 0 |
82 | Mullman, Krista Lynn | THE UNIVERSITY OF WISCONSIN - MADISON | 1998 | female | 4 | 0 | 1998 | 7 | 1 | 1999 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 2 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
83 | Prochaska, Jason Xavier | UNIVERSITY OF CALIFORNIA, SAN DIEGO | 1998 | male | 5 | 52 | 2017 | 7 | 331 | 2017 | 0 | 0 | 0 | 1 | 2 | 2 | 3 | 3 | 3 | 5 | 5 | 4 | 2 | 5 | 4 | 3 | 5 | 1 | 3 | 0 | 2 | 2 | 1 | 0 |  0 | 0 | 0 | 1 | 2 | 4 | 3 | 6 | 11 | 8 | 10 | 9 | 10 | 26 | 17 | 17 | 31 | 22 | 31 | 12 | 26 | 22 | 25 | 32 |
84 | Pfenning, Michael John | TUFTS UNIVERSITY | 1998 | male | 4 | 4 | 2009 | 5 | 7 | 2009 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 3 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
85 | Abramo, Luis Raul W. | BROWN UNIVERSITY | 1998 | male | 3 | 0 | 1998 | 5 | 1 | 1999 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
86 | Barnouin-Jha, Olivier Serge | BROWN UNIVERSITY | 1998 | male | 3 | 5 | 2008 | 3 | 33 | 2009 | 0 | 0 | 0 | 1 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 3 | 0 | 1 | 3 | 0 | 1 | 1 | 6 | 5 | 8 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
87 | Capriotti, John David | UNIVERSITY OF MINNESOTA | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
88 | Purcell, Guy Benjamin | THE UNIVERSITY OF ALABAMA | 1998 | male | 2 | 1 | 2015 | 8 | 4 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 1 | 1 | 1 | 5 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
89 | Curran, Dian Beard | THE UNIVERSITY OF TEXAS AT AUSTIN | 1998 | female | 2 | 0 | 1998 | 3 | 0 | 1998 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
90 | Burkland, Michael Kennedy | THE UNIVERSITY OF ARIZONA | 1998 | male | 2 | 0 | 1998 | 8 | 1 | 2000 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 3 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
91 | Dudley, Charles Christopher | UNIVERSITY OF HAWAII | 1998 | male | 3 | 3 | 2008 | 3 | 11 | 2014 | 1 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |
92 | Rowe, Michael William | UNIVERSITY OF CALIFORNIA, BERKELEY | 1998 | male | 4 | 1 | 2003 | 6 | 2 | 2005 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 3 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
93 | Goodson, Anthony Price | UNIVERSITY OF WASHINGTON | 1998 | male | 2 | 2 | 1999 | 2 | 5 | 2002 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
94 | Roald, Colin Bruce | THE UNIVERSITY OF ROCHESTER | 1998 | male | 3 | 1 | 2000 | 3 | 4 | 2000 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
95 | Miesch, Mark Steven | UNIVERSITY OF COLORADO AT BOULDER | 1998 | male | 4 | 22 | 2016 | 4 | 59 | 2017 | 0 | 2 | 1 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 1 | 1 | 1 | 1 | 3 | 1 | 1 | 0 | 1 | 3 | 0 | 1 | 1 | 3 |  0 | 2 | 1 | 0 | 0 | 1 | 1 | 3 | 1 | 0 | 2 | 3 | 1 | 2 | 7 | 3 | 2 | 1 | 6 | 4 | 4 | 6 | 7 | 5 |
96 | Fardal, Mark Alan | UNIVERSITY OF COLORADO AT BOULDER | 1998 | male | 3 | 8 | 2015 | 5 | 49 | 2016 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 |  1 | 1 | 1 | 0 | 0 | 2 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 3 | 4 | 3 | 5 | 5 | 4 | 6 | 6 | 6 | 1 | 2 |
97 | Hoard, Donald Wayne | UNIVERSITY OF WASHINGTON | 1998 | male | 8 | 21 | 2014 | 21 | 80 | 2014 | 1 | 0 | 0 | 2 | 2 | 3 | 0 | 3 | 2 | 4 | 1 | 2 | 1 | 0 | 2 | 0 | 1 | 2 | 0 | 1 | 1 | 1 | 0 | 0 |  1 | 2 | 3 | 5 | 4 | 6 | 3 | 8 | 3 | 8 | 3 | 8 | 5 | 6 | 4 | 4 | 4 | 9 | 7 | 5 | 1 | 2 | 0 | 0 |
98 | Knudson, Timothy Neeley | UTAH STATE UNIVERSITY | 1998 | male | 1 | 0 | 1998 | 1 | 1 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
99 | Lenz, Dawn Darice | THE UNIVERSITY OF CHICAGO | 1998 | female | 3 | 7 | 2016 | 4 | 20 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 3 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 |  0 | 0 | 1 | 0 | 0 | 3 | 3 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 1 | 8 |
100 | Matthews, Lynn Diane | STATE UNIVERSITY OF NEW YORK AT STONY BROOK | 1998 | female | 7 | 26 | 2016 | 15 | 54 | 2017 | 0 | 1 | 1 | 1 | 1 | 3 | 2 | 3 | 3 | 1 | 1 | 1 | 1 | 1 | 2 | 3 | 0 | 1 | 1 | 1 | 2 | 0 | 2 | 1 |  1 | 2 | 4 | 2 | 3 | 3 | 2 | 3 | 4 | 3 | 3 | 3 | 1 | 2 | 3 | 4 | 3 | 5 | 5 | 2 | 5 | 1 | 3 | 1 |
101 | Hutchins, Kevin Sean | UNIVERSITY OF COLORADO AT BOULDER | 1998 | male | 4 | 0 | 1998 | 4 | 1 | 2008 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
102 | Moustakas, Leonidas Alexander | UNIVERSITY OF CALIFORNIA, BERKELEY | 1998 | male | 2 | 5 | 2010 | 5 | 135 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 0 | 2 | 1 | 18 | 12 | 10 | 8 | 6 | 11 | 7 | 9 | 9 | 17 | 13 | 7 | 2 |
103 | Peimbert, Antonio | PRINCETON UNIVERSITY | 1998 | male | 1 | 12 | 2016 | 2 | 37 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 2 | 4 | 4 | 3 | 1 | 3 | 1 | 3 | 1 | 0 | 4 | 1 | 1 | 1 | 3 |
