n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
56 | Koranyi, Daniel Mark | HARVARD UNIVERSITY | 2000 | male | 6 | 1 | 2002 | 9 | 2 | 2006 | 1 | 0 | 1 | 2 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 1 | 1 | 2 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
57 | Miller, Christopher John | UNIVERSITY OF MAINE | 2000 | male | 4 | 13 | 2016 | 9 | 123 | 2017 | 0 | 0 | 0 | 1 | 2 | 1 | 4 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 2 | 5 | 2 | 6 | 5 | 7 | 3 | 3 | 7 | 4 | 4 | 7 | 4 | 4 | 7 | 5 | 2 | 16 | 32 |
58 | Jayawardhana, Ray | Harvard-Smithsonian Center for Astrophysics, 60 Garden Street, MS-10, Cambridge, MA 02138, USA | 2000 | male | 8 | 12 | 2006 | 11 | 119 | 2017 | 0 | 1 | 0 | 1 | 2 | 4 | 4 | 3 | 2 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 3 | 6 | 6 | 7 | 6 | 11 | 7 | 11 | 10 | 6 | 5 | 6 | 7 | 8 | 8 | 9 | 6 | 4 |
59 | Moorer, Daniel Fuller, Jr. | UNIVERSITY OF COLORADO AT BOULDER | 2000 | male | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
60 | Aguirre, Anthony Nicholas | Harvard University | 2000 | male | 8 | 28 | 2016 | 12 | 39 | 2016 | 1 | 0 | 0 | 0 | 3 | 4 | 6 | 2 | 1 | 1 | 3 | 2 | 3 | 2 | 1 | 1 | 2 | 1 | 2 | 0 | 0 | 1 |  1 | 0 | 2 | 0 | 3 | 6 | 6 | 2 | 2 | 1 | 3 | 4 | 4 | 3 | 1 | 2 | 2 | 2 | 3 | 2 | 0 | 2 |
61 | Adams, Joseph David | University of Massachusetts Amherst | 2000 | male | 2 | 5 | 2015 | 2 | 170 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 10 | 1 | 6 | 0 | 2 | 8 | 6 | 10 | 9 | 13 | 13 | 19 | 19 | 15 | 15 | 17 |
62 | Bay, Ryan Carlton | UNIVERSITY OF CALIFORNIA, BERKELEY | 2000 | male | 3 | 2 | 2004 | 9 | 137 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 4 | 3 | 4 | 3 | 3 | 9 | 6 | 7 | 4 | 5 | 7 | 11 | 13 | 10 | 17 | 7 | 10 | 15 |
63 | Ghavamian, Parviz | RICE UNIVERSITY | 2000 | male | 5 | 11 | 2016 | 5 | 58 | 2016 | 0 | 0 | 0 | 1 | 1 | 3 | 1 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 1 |  0 | 0 | 0 | 1 | 1 | 3 | 1 | 1 | 5 | 2 | 3 | 4 | 8 | 5 | 3 | 5 | 5 | 3 | 5 | 3 | 2 | 3 |
64 | Billawala, Youssef Noorudin | University of Colorado, Campus Box 389, Boulder, CO 80309, USA | 2000 | male | 1 | 0 | 2000 | 8 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 1 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
65 | Pietrowski, David | UNIVERSITY OF NEW HAMPSHIRE | 2000 | male | 2 | 0 | 2000 | 4 | 0 | 2000 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
66 | Tischhauser, Paul David | UNIVERSITY OF NOTRE DAME | 2000 | male | 1 | 2 | 2009 | 5 | 4 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
67 | Williams, Thomas R. | RICE UNIVERSITY | 2000 | male | 2 | 11 | 2016 | 2 | 36 | 2016 | 0 | 1 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 1 | 2 | 1 |  0 | 1 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 2 | 0 | 1 | 4 | 4 | 11 | 5 | 3 |
68 | Lin, Dechun | RICE UNIVERSITY | 2000 | None | 12 | 1 | 2014 | 40 | 80 | 2016 | 1 | 2 | 1 | 1 | 1 | 6 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  7 | 7 | 3 | 3 | 6 | 14 | 2 | 5 | 4 | 8 | 10 | 0 | 9 | 7 | 4 | 8 | 2 | 7 | 5 | 3 | 4 | 2 |
69 | Booth, Donald Eugene | UNIVERSITY OF CALIFORNIA, DAVIS | 2000 | male | 1 | 0 | 2000 | 2 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
70 | Cocheci, Cristian C. | UNIVERSITY OF NEW HAMPSHIRE | 2000 | male | 1 | 0 | 2000 | 2 | 2 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
71 | Geier, Sven | UNIVERSITY OF MARYLAND COLLEGE PARK | 2000 | male | 3 | 29 | 2017 | 3 | 92 | 2017 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 2 | 1 | 1 | 1 | 4 | 5 | 2 | 5 | 1 | 3 | 0 |  1 | 0 | 0 | 0 | 1 | 1 | 4 | 0 | 2 | 1 | 3 | 3 | 1 | 5 | 3 | 9 | 8 | 5 | 13 | 9 | 13 | 8 |
72 | Golwala, Sunil Ramanlal | UNIVERSITY OF CALIFORNIA, BERKELEY | 2000 | male | 3 | 0 | 2000 | 8 | 73 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 1 | 1 | 4 | 0 | 3 | 1 | 0 | 2 | 6 | 2 | 3 | 4 | 4 | 5 | 12 | 8 | 5 | 12 | 4 |
73 | Vaitaitis, Arturas Genrikas | COLUMBIA UNIVERSITY | 2000 | male | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
74 | Hoxha, Parid | TEXAS A&M UNIVERSITY | 2000 | male | 2 | 0 | 2000 | 3 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
75 | McLean, Ryan | UNIVERSITY OF COLORADO AT BOULDER | 2000 | male | 2 | 0 | 2000 | 2 | 5 | 2012 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
76 | Throop, Henry Blair | Campus Box 392/LASP, University of Colorado, Boulder, CO 80309-0392 | 2000 | male | 2 | 8 | 2015 | 2 | 37 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 3 | 2 | 2 | 0 | 5 | 3 | 1 | 5 | 3 | 0 | 0 | 0 | 2 | 7 |
77 | Yan, Yuan | MISSISSIPPI STATE UNIVERSITY | 2000 | male | 2 | 6 | 2013 | 6 | 72 | 2016 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 5 | 5 | 3 | 7 | 1 | 2 | 7 | 8 | 5 | 5 | 4 | 9 | 6 | 4 | 2 | 2 | 2 |
78 | Shuping, Ralph Young | UNIVERSITY OF COLORADO AT BOULDER | 2000 | male | 4 | 7 | 2014 | 5 | 15 | 2014 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 |  0 | 1 | 1 | 0 | 1 | 2 | 1 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 6 | 1 | 2 | 0 | 0 |
79 | Brown, Larry Todd | VANDERBILT UNIVERSITY | 2000 | male | 1 | 0 | 2000 | 4 | 9 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 1 | 1 | 1 |
80 | Burton, Danny Ethus | INDIANA UNIVERSITY | 2000 | male | 1 | 0 | 2000 | 1 | 11 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 3 | 1 | 2 | 0 | 2 | 1 |
81 | Stephens, Alex Courtney | UNIVERSITY OF HAWAII | 2000 | male | 4 | 2 | 2002 | 9 | 13 | 2013 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 4 | 2 | 1 | 2 | 1 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 2 | 0 | 0 | 0 |
82 | Berrington, Robert Charles | INDIANA UNIVERSITY | 2000 | male | 1 | 7 | 2015 | 3 | 11 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 3 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 3 | 0 |
83 | Rizza, Elizabeth A. | NEW MEXICO STATE UNIVERSITY | 2000 | female | 3 | 1 | 2003 | 4 | 2 | 2003 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
84 | Turner, Niescja Evonne | UNIVERSITY OF COLORADO AT BOULDER | 2000 | None | 3 | 3 | 2009 | 8 | 69 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 3 | 1 | 0 | 4 | 4 | 2 | 1 | 0 | 1 | 1 | 2 | 5 | 6 | 4 | 14 | 9 | 7 | 4 | 7 | 1 |
85 | Bhattacharyya, Amit | INDIANA UNIVERSITY | 2000 | male | 6 | 4 | 2017 | 14 | 27 | 2017 | 2 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  2 | 0 | 7 | 1 | 2 | 2 | 7 | 1 | 3 | 2 | 2 | 0 | 2 | 1 | 0 | 0 | 1 | 3 | 0 | 2 | 1 | 1 |
86 | Chen, Xinzhong | COLUMBIA UNIVERSITY | 2000 | None | 2 | 33 | 2017 | 9 | 211 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 4 | 1 | 0 | 1 | 1 | 3 | 1 | 1 | 3 | 2 | 4 | 2 | 2 | 1 | 2 | 3 |  1 | 3 | 1 | 0 | 0 | 4 | 7 | 3 | 1 | 3 | 4 | 6 | 5 | 4 | 11 | 7 | 14 | 11 | 23 | 51 | 31 | 22 |
87 | Leonardi, Andrew John | THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL | 2000 | male | 3 | 1 | 2003 | 4 | 2 | 2005 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
88 | McGhee, Colleen Anne | CORNELL UNIVERSITY | 2000 | female | 1 | 2 | 2005 | 8 | 12 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  3 | 2 | 0 | 2 | 0 | 1 | 1 | 0 | 1 | 0 | 2 | 1 | 2 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 0 |
89 | Yu, Ka Chun | CASA, Campus Box 389, Boulder, CO 80309 | 2000 | male | 5 | 2 | 2010 | 11 | 7 | 2013 | 0 | 1 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 1 | 1 | 2 | 5 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 |
90 | Woods, Peter Matthew | UNIVERSITY OF ALABAMA IN HUNTSVILLE | 2000 | male | 8 | 13 | 2011 | 18 | 75 | 2017 | 0 | 0 | 0 | 0 | 5 | 3 | 1 | 1 | 3 | 2 | 2 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 9 | 7 | 5 | 5 | 8 | 11 | 6 | 4 | 6 | 3 | 4 | 11 | 9 | 1 | 0 | 0 | 0 | 1 |
91 | Lawson, Stefanie Lyn | UNIVERSITY OF COLORADO AT BOULDER | 2000 | female | 2 | 2 | 2005 | 2 | 6 | 2005 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
92 | Thomas, Brian Anthony | THE PENNSYLVANIA STATE UNIVERSITY | 2000 | male | 2 | 1 | 2015 | 3 | 9 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 3 | 1 | 1 | 1 | 1 |
93 | Davids, Barry Samuel | MICHIGAN STATE UNIVERSITY | 2000 | male | 2 | 11 | 2011 | 5 | 37 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 5 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 0 | 2 | 3 | 1 | 5 | 2 | 2 | 4 | 1 | 3 | 0 | 1 | 4 | 4 | 3 | 1 | 2 | 1 |
94 | Muzerolle, James | Steward Observatory, University of Arizona, Tucson, AZ, 85721 | 2000 | male | 6 | 11 | 2013 | 7 | 120 | 2017 | 0 | 0 | 0 | 3 | 0 | 3 | 1 | 0 | 2 | 2 | 2 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 0 | 4 | 1 | 1 | 4 | 29 | 6 | 14 | 16 | 7 | 5 | 10 | 4 | 5 | 5 | 3 | 5 | 4 |
95 | Romeo, Giuseppe | UNIVERSITY OF DELAWARE | 2000 | male | 1 | 1 | 2001 | 6 | 37 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 0 | 4 | 4 | 5 | 5 | 0 | 2 | 7 | 5 | 1 | 1 | 2 | 1 | 0 | 0 | 2 | 0 | 0 |
96 | Kabin, Konstantin | UNIVERSITY OF MICHIGAN | 2000 | male | 7 | 9 | 2017 | 11 | 51 | 2017 | 0 | 0 | 0 | 1 | 2 | 4 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 2 | 6 | 4 | 2 | 2 | 3 | 3 | 3 | 5 | 5 | 4 | 6 | 2 | 1 | 2 | 1 | 6 | 1 |
97 | Brown, Gregory Vallee | AUBURN UNIVERSITY | 2000 | male | 3 | 7 | 2012 | 8 | 49 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 2 | 2 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 4 | 3 | 4 | 6 | 1 | 2 | 2 | 4 | 6 | 4 | 2 | 0 | 2 | 5 | 2 | 3 | 2 | 3 |
98 | Dreyer, Christopher Brian | UNIVERSITY OF COLORADO AT BOULDER | 2000 | male | 1 | 6 | 2013 | 1 | 12 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 5 | 3 | 0 | 0 |
99 | Tyler, David Wayne | THE UNIVERSITY OF NEW MEXICO | 2000 | male | 3 | 2 | 2007 | 6 | 4 | 2016 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 2 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
100 | Wu, Wentao | THE UNIVERSITY OF ALABAMA | 2000 | male | 2 | 8 | 2016 | 9 | 78 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 2 | 1 | 0 | 1 |  1 | 0 | 1 | 3 | 2 | 2 | 3 | 5 | 4 | 3 | 7 | 2 | 8 | 15 | 16 | 2 | 1 | 0 | 5 | 1 | 2 | 4 |
101 | Richards, Gordon Todd | THE UNIVERSITY OF CHICAGO | 2000 | male | 3 | 20 | 2015 | 11 | 264 | 2017 | 0 | 0 | 1 | 0 | 1 | 1 | 4 | 3 | 1 | 3 | 1 | 4 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 1 | 1 | 3 | 6 | 14 | 13 | 15 | 17 | 20 | 26 | 14 | 14 | 14 | 10 | 14 | 12 | 13 | 16 | 22 | 21 |
102 | Hanson, Kael Dylan | THE UNIVERSITY OF MICHIGAN | 2000 | male | 1 | 1 | 2003 | 19 | 163 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 1 | 6 | 3 | 5 | 2 | 5 | 5 | 13 | 11 | 5 | 7 | 4 | 5 | 8 | 11 | 13 | 11 | 17 | 10 | 15 | 16 |
103 | Yu, Hongwei | TUFTS UNIVERSITY | 2000 | male | 6 | 24 | 2016 | 7 | 161 | 2017 | 2 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 2 | 2 | 1 | 1 | 2 | 1 | 1 | 0 | 3 | 0 | 1 | 3 | 2 | 4 |  2 | 0 | 0 | 1 | 2 | 2 | 0 | 1 | 2 | 3 | 3 | 5 | 10 | 6 | 6 | 12 | 10 | 11 | 13 | 19 | 14 | 37 |
104 | Reichart, Daniel Eric | THE UNIVERSITY OF CHICAGO | 2000 | male | 9 | 6 | 2006 | 11 | 115 | 2017 | 0 | 0 | 2 | 1 | 4 | 2 | 3 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 5 | 3 | 9 | 9 | 3 | 1 | 3 | 6 | 1 | 2 | 3 | 8 | 9 | 10 | 11 | 12 | 11 | 11 |
105 | O'Donnell, Thomas Wilfred | UNIVERSITY OF MICHIGAN | 2000 | male | 1 | 0 | 2000 | 1 | 15 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 1 | 3 | 1 | 0 | 0 | 2 | 2 |
106 | Alothman, Mohamed Jassim | BOSTON UNIVERSITY | 2000 | male | 1 | 1 | 2007 | 2 | 6 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
107 | Lichtenberg, Christopher L. | THE JOHNS HOPKINS UNIVERSITY | 2000 | male | 1 | 0 | 2000 | 2 | 1 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
108 | Mikulski, Paul Thomas | THE JOHNS HOPKINS UNIVERSITY | 2000 | male | 2 | 0 | 2000 | 2 | 0 | 2000 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
109 | Youngkins, Valery Paige | TEXAS CHRISTIAN UNIVERSITY | 2000 | male | 2 | 0 | 2000 | 4 | 0 | 2000 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
110 | Moore, Michael Wayne | UNIVERSITY OF WASHINGTON | 2000 | male | 1 | 2 | 2014 | 2 | 5 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |
