n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
1 | Williams, Clemency J. | Brown University | 2005 | female | 1 | 0 | 2005 | 5 | 61 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 0 | 3 | 2 | 3 | 4 | 2 | 7 | 11 | 12 | 4 | 9 | 6 | 1 |
2 | Wisniewski, J. P. | Ritter Observatory, University of Toledo | 2005 | None | 3 | 11 | 2015 | 5 | 103 | 2017 | 0 | 0 | 0 | 2 | 0 | 1 | 2 | 4 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 3 | 1 | 1 | 2 | 4 | 3 | 3 | 5 | 7 | 14 | 12 | 17 | 15 | 16 |
3 | Chisholm, James R. | The University of Chicago, Illinois, USA | 2005 | male | 3 | 3 | 2011 | 3 | 4 | 2016 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 |
4 | Daly, Jason Thomas | University of Notre Dame, Indiana, USA | 2005 | male | 1 | 0 | 2005 | 2 | 2 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
5 | Fowler, Galen James | University of California, Los Angeles, California, USA | 2005 | male | 2 | 0 | 2005 | 2 | 0 | 2005 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
6 | Bruntz, Robert Jeffrey | The University of Texas at El Paso | 2005 | male | 2 | 3 | 2012 | 2 | 11 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 2 | 0 | 5 | 0 | 1 | 0 | 2 |
7 | Cortes, Paulo Cesar | University of Illinois at Urbana-Champaign, Illinois, USA | 2005 | male | 2 | 6 | 2016 | 2 | 22 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 2 | 4 | 10 |
8 | Rathore, Yasser | California Institute of Technology | 2005 | male | 3 | 0 | 2005 | 3 | 1 | 2006 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
9 | Sefusatti, Emiliano | New York University, New York, USA | 2005 | male | 2 | 11 | 2016 | 4 | 30 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 0 | 2 | 1 | 1 | 2 | 0 | 1 | 0 | 1 |  0 | 0 | 0 | 1 | 1 | 2 | 1 | 2 | 1 | 3 | 3 | 3 | 4 | 3 | 4 | 1 | 1 |
10 | Chappelow, John E. | University of Alaska Fairbanks, Alaska, USA | 2005 | male | 3 | 5 | 2013 | 3 | 7 | 2013 | 0 | 0 | 1 | 0 | 0 | 2 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 2 | 2 | 0 | 1 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 |
11 | Duez, Matthew D. | University of Illinois at Urbana-Champaign, Illinois, USA | 2005 | male | 8 | 6 | 2012 | 9 | 26 | 2017 | 0 | 1 | 1 | 1 | 2 | 3 | 2 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 3 | 3 | 3 | 1 | 1 | 1 | 2 | 1 | 2 | 4 | 3 | 1 | 5 |
12 | Moore, Shauntae | University of Arkansas | 2005 | female | 2 | 1 | 2006 | 6 | 14 | 2014 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 3 | 2 | 3 | 4 | 1 | 3 | 0 | 0 | 0 | 1 | 0 | 0 |
13 | Chang, Philip | University of California, Santa Barbara, California, USA | 2005 | male | 5 | 17 | 2016 | 10 | 56 | 2017 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 3 | 3 | 1 | 4 | 2 | 1 | 0 | 1 | 0 | 1 |  0 | 0 | 1 | 2 | 4 | 3 | 1 | 7 | 6 | 2 | 6 | 5 | 6 | 4 | 6 | 6 | 4 |
14 | Dijkstra, Mark | Columbia University, New York, USA | 2005 | male | 5 | 30 | 2016 | 6 | 67 | 2017 | 0 | 0 | 0 | 0 | 3 | 2 | 4 | 3 | 5 | 4 | 2 | 1 | 3 | 1 | 3 | 0 | 4 |  0 | 0 | 1 | 0 | 3 | 2 | 4 | 4 | 6 | 4 | 3 | 4 | 5 | 3 | 8 | 5 | 16 |
15 | Myers, Zachary | University of Maryland, College Park | 2005 | male | 4 | 0 | 2005 | 7 | 4 | 2016 | 0 | 0 | 0 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 5 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 |
16 | Richmond, Marvin Elliot | The University of Texas at Austin | 2005 | male | 1 | 0 | 2005 | 4 | 5 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 1 |
17 | Gong, Bin | Rice University | 2005 | male | 3 | 2 | 2011 | 4 | 9 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 |
18 | Hirata, Christopher Michael | Princeton University, New Jersey, USA | 2005 | male | 9 | 16 | 2014 | 17 | 92 | 2017 | 0 | 0 | 0 | 3 | 3 | 3 | 2 | 2 | 3 | 3 | 2 | 3 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 3 | 5 | 9 | 7 | 4 | 11 | 7 | 9 | 11 | 9 | 10 | 5 | 6 | 10 |
19 | Sing, David Kent | The University of Arizona, Arizona, USA | 2005 | male | 3 | 12 | 2016 | 4 | 62 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 2 | 2 | 1 | 2 | 1 | 1 | 0 | 1 | 1 |  0 | 0 | 0 | 0 | 3 | 1 | 1 | 4 | 5 | 5 | 6 | 5 | 7 | 8 | 3 | 6 | 7 |
20 | Fast, Kelly Elizabeth | University of Maryland, llege Park, Maryland, USA | 2005 | female | 3 | 4 | 2011 | 6 | 11 | 2015 | 0 | 0 | 1 | 0 | 1 | 1 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 0 | 1 | 2 | 5 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 |
21 | Gezari, Suvi T. K. | Columbia University, New York, USA | 2005 | female | 5 | 12 | 2017 | 7 | 36 | 2017 | 0 | 0 | 1 | 1 | 2 | 1 | 1 | 1 | 2 | 2 | 1 | 0 | 1 | 1 | 0 | 2 | 0 |  0 | 0 | 2 | 1 | 3 | 1 | 1 | 1 | 2 | 4 | 3 | 4 | 1 | 2 | 2 | 6 | 8 |
22 | Jacoby, Bryan Anthony | California Institute of Technology, California, USA | 2005 | male | 3 | 4 | 2009 | 7 | 10 | 2012 | 0 | 0 | 0 | 1 | 0 | 2 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 2 | 1 | 2 | 4 | 1 | 1 | 1 | 0 | 0 | 3 | 0 | 0 | 0 | 0 |
23 | Whysong, David Harold. | University of California, Santa Barbara, California, USA | 2005 | male | 3 | 0 | 2005 | 7 | 13 | 2013 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 2 | 2 | 2 | 2 | 1 | 0 | 1 | 4 | 4 | 0 | 1 | 0 | 0 | 0 |
24 | Yip, Ching-Wa | University of Pittsburgh, Pennsylvania, USA | 2005 | male | 3 | 5 | 2014 | 6 | 13 | 2016 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 1 | 3 | 2 | 2 | 0 | 0 | 2 | 2 | 3 | 1 | 1 | 1 | 0 | 1 |
25 | Zhu, Wuming | University of Florida, Florida, USA | 2005 | male | 2 | 6 | 2015 | 12 | 68 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 1 | 0 |  1 | 1 | 2 | 2 | 2 | 4 | 1 | 2 | 2 | 3 | 2 | 5 | 1 | 8 | 8 | 10 | 13 |
26 | Allen, Peter R. | University of Pennsylvania, Pennsylvania, USA | 2005 | male | 3 | 6 | 2013 | 5 | 20 | 2013 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 3 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 2 | 1 | 6 | 4 | 2 | 3 | 1 | 1 | 2 | 0 | 0 | 0 |
27 | Bolton, Adam Stallard | Massachusetts Institute of Technology, Massachusetts, USA | 2005 | male | 4 | 10 | 2012 | 4 | 99 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 3 | 2 | 2 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 7 | 5 | 6 | 7 | 7 | 9 | 17 | 14 | 5 | 5 | 14 |
28 | Chin, David Wooi Hong | University of Michigan, Michigan, USA | 2005 | male | 1 | 0 | 2005 | 15 | 21 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 6 | 9 | 3 | 8 | 8 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
29 | Dolney, Derek | University of Pennsylvania, Pennsylvania, USA | 2005 | male | 2 | 1 | 2006 | 2 | 2 | 2006 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
30 | Fukumura, Keigo | Montana State University, Montana, USA | 2005 | male | 3 | 13 | 2017 | 4 | 18 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 3 | 1 | 1 | 3 | 0 | 0 | 0 | 1 | 1 | 2 |  0 | 0 | 1 | 0 | 2 | 1 | 1 | 3 | 2 | 1 | 3 | 0 | 2 | 1 | 1 | 1 | 2 |
31 | Gutierrez, Kristopher James | Washington University, Missouri, USA | 2005 | male | 2 | 1 | 2006 | 4 | 8 | 2007 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 4 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
32 | Hicks, A. K. | University of Colorado at Boulder, Colorado, USA | 2005 | None | 5 | 6 | 2013 | 6 | 17 | 2015 | 0 | 1 | 1 | 0 | 0 | 3 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 0 | 3 | 2 | 1 | 4 | 0 | 2 | 1 | 3 | 1 | 1 | 2 | 0 |
33 | Kelley, Kevin | University of California, Davis, California, USA | 2005 | male | 1 | 0 | 2005 | 3 | 5 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
34 | Li, Jian-Yang | University of Maryland, llege Park, Maryland, USA | 2005 | male | 9 | 66 | 2017 | 85 | 351 | 2017 | 1 | 4 | 0 | 2 | 1 | 1 | 3 | 6 | 6 | 5 | 5 | 7 | 4 | 9 | 8 | 4 | 5 |  9 | 22 | 5 | 20 | 8 | 21 | 13 | 23 | 25 | 20 | 24 | 37 | 46 | 38 | 29 | 37 | 39 |
35 | Boone, C. E. | University of Colorado at Boulder, Colorado, USA | 2005 | None | 1 | 0 | 2005 | 2 | 5 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 3 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
36 | Drasco, Steven | Cornell University, New York, USA | 2005 | male | 1 | 0 | 2005 | 1 | 2 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |
37 | Nord, Michael Evans | The University of New Mexico, New Mexico, USA | 2005 | male | 3 | 3 | 2009 | 7 | 7 | 2009 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 3 | 3 | 3 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
38 | O'Shea, Brian William | University of Illinois at Urbana-Champaign | 2005 | male | 3 | 5 | 2015 | 7 | 57 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 1 | 0 | 1 | 1 | 4 | 2 | 3 | 6 | 5 | 3 | 2 | 5 | 5 | 7 | 8 | 8 |
39 | Wallace, Mark Sidney | Michigan State University, Michigan, USA | 2005 | male | 1 | 1 | 2007 | 2 | 6 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 |
40 | Young, Kaisa Elizabeth | The University of Texas at Austin, Texas, USA | 2005 | female | 3 | 4 | 2015 | 9 | 20 | 2015 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  1 | 0 | 1 | 4 | 1 | 2 | 6 | 4 | 3 | 2 | 0 | 0 | 1 | 0 | 1 | 3 | 0 |
41 | Zhang, Xiaoling | The University of Alabama in Huntsville | 2005 | female | 25 | 56 | 2017 | 123 | 292 | 2017 | 2 | 1 | 4 | 8 | 3 | 7 | 6 | 6 | 4 | 5 | 5 | 5 | 2 | 5 | 6 | 2 | 8 |  13 | 23 | 9 | 34 | 15 | 29 | 22 | 26 | 29 | 23 | 21 | 25 | 30 | 25 | 29 | 26 | 25 |
42 | Antunes, Alex | George Mason University, Virginia, USA | 2005 | male | 1 | 2 | 2009 | 1 | 3 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
43 | Bramel, Douglas A. | Columbia University, New York, USA | 2005 | male | 3 | 0 | 2005 | 19 | 4 | 2011 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 3 | 1 | 3 | 2 | 9 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
44 | Laurent, Sophie Nathalie | Boston University, Massachusetts, USA | 2005 | female | 1 | 0 | 2005 | 1 | 1 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
45 | Mazin, Benjamin A. | California Institute of Technology, California, USA | 2005 | male | 3 | 3 | 2013 | 5 | 15 | 2016 | 1 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |  1 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 3 | 3 | 1 | 3 | 3 |
46 | Neyrinck, Mark C. | University of Colorado at Boulder, Colorado, USA | 2005 | male | 4 | 15 | 2016 | 5 | 46 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 1 | 2 | 1 | 0 | 3 | 1 | 2 | 1 | 1 | 2 |  0 | 0 | 0 | 1 | 1 | 3 | 1 | 1 | 4 | 2 | 1 | 6 | 5 | 5 | 7 | 5 | 4 |
47 | Ogden, Chad E. | Georgia State University, Georgia, USA | 2005 | male | 1 | 0 | 2005 | 4 | 0 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
48 | Schmekel, Bjoern Sebastian | Cornell University, New York, USA | 2005 | male | 3 | 1 | 2006 | 4 | 2 | 2007 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
49 | Tavarez-Brown, Maritza | University of Michigan, Michigan, USA | 2005 | female | 1 | 0 | 2005 | 1 | 0 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
50 | Radebaugh, Jani | The University of Arizona, Arizona, USA | 2005 | male | 3 | 6 | 2011 | 14 | 49 | 2016 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |  1 | 3 | 2 | 1 | 5 | 2 | 3 | 7 | 4 | 4 | 5 | 4 | 3 | 3 | 4 | 3 | 9 |
51 | Suzuki, Nao | University of California, San Diego, California, USA | 2005 | male | 4 | 3 | 2012 | 23 | 61 | 2017 | 1 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  5 | 4 | 3 | 4 | 3 | 4 | 1 | 3 | 3 | 8 | 4 | 7 | 10 | 5 | 6 | 7 | 4 |
52 | Trout, Tamara L. | The University of Texas at Dallas, Texas, USA | 2005 | female | 1 | 0 | 2005 | 1 | 0 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
53 | Vanchurin, Vitaly | Tufts University, Massachusetts, USA | 2005 | male | 3 | 13 | 2016 | 3 | 25 | 2016 | 1 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 2 | 0 | 2 | 1 | 1 | 2 | 0 | 1 | 1 |  1 | 0 | 0 | 0 | 0 | 2 | 2 | 3 | 4 | 2 | 3 | 1 | 1 | 3 | 2 | 2 | 2 |
54 | Basu, Sayandeb | University of California, Davis | 2005 | male | 11 | 11 | 2016 | 19 | 80 | 2017 | 2 | 1 | 2 | 1 | 0 | 5 | 2 | 2 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 2 |  2 | 3 | 5 | 2 | 2 | 5 | 3 | 4 | 5 | 4 | 13 | 8 | 11 | 12 | 5 | 6 | 8 |
55 | Carter, Lynn Marie | Cornell University, New York, USA | 2005 | female | 2 | 7 | 2017 | 5 | 42 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 3 | 0 | 0 | 2 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 2 | 1 | 2 | 5 | 3 | 6 | 4 | 4 | 2 | 3 | 4 | 3 | 1 |
56 | Hinderks, James R. | Stanford University, California, USA | 2005 | male | 1 | 1 | 2009 | 4 | 13 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 2 | 6 | 3 | 1 | 0 | 0 | 1 | 0 | 0 |
57 | Jurgenson, Colby A. | University of Denver, Colorado | 2005 | male | 2 | 2 | 2016 | 2 | 6 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 2 |
58 | Kim, Dong-Hoon | University of Florida, Florida, USA | 2005 | male | 2 | 5 | 2016 | 5 | 33 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 1 |  0 | 0 | 1 | 0 | 1 | 3 | 1 | 3 | 1 | 3 | 6 | 4 | 8 | 2 | 0 | 1 | 4 |
59 | Lee, Seokcheon | University of Minnesota, Minnesota, USA | 2005 | None | 14 | 43 | 2017 | 32 | 191 | 2017 | 0 | 1 | 2 | 3 | 2 | 6 | 5 | 3 | 3 | 2 | 6 | 5 | 1 | 3 | 7 | 5 | 2 |  3 | 9 | 5 | 4 | 3 | 8 | 11 | 7 | 6 | 20 | 37 | 28 | 28 | 13 | 13 | 13 | 9 |
60 | Rhoads, Edward | University of Minnesota, Minnesota, USA | 2005 | male | 1 | 0 | 2005 | 1 | 0 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
61 | Scott, Lauren M. | Washington University, Missouri, USA | 2005 | female | 2 | 1 | 2008 | 11 | 40 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 4 | 0 | 7 | 2 | 4 | 6 | 4 | 4 | 0 | 5 | 4 | 2 | 6 | 1 |
62 | Wren, David Nathan | University of Maryland, llege Park, Maryland, USA | 2005 | male | 2 | 0 | 2005 | 2 | 0 | 2005 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
63 | Young, Chadwick Hayward | The University of Texas at Austin, Texas, USA | 2005 | male | 4 | 3 | 2015 | 8 | 16 | 2016 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  1 | 0 | 0 | 2 | 1 | 4 | 3 | 5 | 1 | 1 | 1 | 0 | 0 | 0 | 2 | 2 | 1 |
64 | Jaeger, Windy L. | The University of Arizona, Arizona, USA | 2005 | female | 3 | 3 | 2010 | 11 | 14 | 2011 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 2 | 1 | 1 | 4 | 1 | 1 | 4 | 3 | 1 | 4 | 1 | 0 | 0 | 0 | 0 | 0 |
65 | Kortenkamp, Peter Simon | The University of Iowa, Iowa, USA | 2005 | male | 1 | 0 | 2005 | 2 | 0 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
66 | Liang, Aihua | University of Southern California, California, USA | 2005 | female | 1 | 0 | 2005 | 1 | 1 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
67 | Mosley, Chris J. | Union Institute; University, Ohio, USA | 2005 | male | 1 | 1 | 2006 | 2 | 1 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
68 | Ngeow, Chow-Choong | University of Massachusetts Amherst, Massachusetts, USA | 2005 | male | 6 | 22 | 2017 | 10 | 66 | 2017 | 0 | 0 | 0 | 1 | 2 | 3 | 4 | 1 | 2 | 1 | 2 | 0 | 5 | 0 | 0 | 5 | 1 |  0 | 0 | 0 | 2 | 4 | 4 | 5 | 4 | 2 | 3 | 8 | 4 | 9 | 2 | 6 | 10 | 8 |
