n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1967 | fa_1968 | fa_1969 | fa_1970 | fa_1971 | fa_1972 | fa_1973 | fa_1974 | fa_1975 | fa_1976 | fa_1977 | fa_1978 | fa_1979 | fa_1980 | fa_1981 | fa_1982 | fa_1983 | fa_1984 | fa_1985 | fa_1986 | fa_1987 | fa_1988 | fa_1989 | fa_1990 | fa_1991 | fa_1992 | fa_1993 | fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1967 | all_1968 | all_1969 | all_1970 | all_1971 | all_1972 | all_1973 | all_1974 | all_1975 | all_1976 | all_1977 | all_1978 | all_1979 | all_1980 | all_1981 | all_1982 | all_1983 | all_1984 | all_1985 | all_1986 | all_1987 | all_1988 | all_1989 | all_1990 | all_1991 | all_1992 | all_1993 | all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
55 | Honey, Keith Ray | UNIVERSITY OF MISSOURI - COLUMBIA. | 1972 | male | 1 | 0 | 1972 | 1 | 0 | 1972 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
56 | Young, Frederick | THE UNIVERSITY OF NEW MEXICO. | 1972 | male | 2 | 1 | 1996 | 3 | 2 | 1996 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
57 | Crutcher, Richard Metcalf | UNIVERSITY OF CALIFORNIA, LOS ANGELES. | 1972 | male | 1 | 50 | 2012 | 3 | 137 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 2 | 3 | 4 | 2 | 3 | 2 | 1 | 2 | 1 | 1 | 1 | 2 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 1 | 3 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 2 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 4 | 3 | 4 | 7 | 3 | 3 | 3 | 2 | 2 | 1 | 3 | 1 | 3 | 5 | 2 | 4 | 4 | 2 | 1 | 2 | 3 | 1 | 3 | 6 | 1 | 4 | 6 | 4 | 5 | 2 | 2 | 4 | 4 | 4 | 2 | 5 | 2 | 2 | 1 | 3 | 3 | 5 | 3 | 3 |
58 | Young, Richard Evans | UNIVERSITY OF CALIFORNIA, LOS ANGELES. | 1972 | male | 1 | 20 | 2005 | 4 | 96 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 3 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 2 | 1 | 3 | 1 | 5 | 2 | 0 | 0 | 0 | 1 | 2 | 13 | 2 | 0 | 2 | 2 | 1 | 2 | 1 | 2 | 1 | 3 | 8 | 2 | 0 | 1 | 1 | 2 | 2 | 0 | 3 | 0 | 2 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 21 | 1 |
59 | Cloutman, Lawrence Dean | INDIANA UNIVERSITY. | 1972 | male | 1 | 11 | 1994 | 1 | 11 | 1994 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
60 | Nelson, Mark Radford | PRINCETON UNIVERSITY. | 1972 | male | 1 | 28 | 2015 | 1 | 50 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 4 | 0 | 2 | 0 | 0 | 3 | 1 | 0 | 1 | 0 | 1 | 0 | 4 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 0 | 2 | 0 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 3 | 0 | 6 | 1 | 5 | 1 | 1 | 3 | 3 | 0 | 1 | 0 | 1 | 1 | 4 | 0 |
61 | Yip, Ka Bing Winson | California Institute of Technology | 1972 | male | 2 | 0 | 1972 | 2 | 7 | 2011 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
62 | Patterson, Blake Reynolds | UNIVERSITY OF CALIFORNIA, BERKELEY. | 1972 | male | 2 | 0 | 1972 | 2 | 1 | 1988 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
63 | Comella, John Michael | CORNELL UNIVERSITY. | 1972 | male | 3 | 0 | 1972 | 10 | 0 | 1972 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 4 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
64 | Smith, Bradford A. | NEW MEXICO STATE UNIVERSITY. | 1972 | male | 7 | 45 | 2008 | 22 | 224 | 2017 | 1 | 2 | 0 | 1 | 0 | 3 | 0 | 0 | 1 | 1 | 3 | 0 | 3 | 3 | 5 | 2 | 1 | 2 | 3 | 3 | 4 | 0 | 5 | 1 | 0 | 1 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 3 | 3 | 4 | 2 | 9 | 3 | 0 | 2 | 4 | 4 | 2 | 8 | 7 | 11 | 3 | 5 | 4 | 7 | 6 | 8 | 0 | 11 | 3 | 2 | 1 | 1 | 2 | 3 | 0 | 2 | 0 | 5 | 4 | 2 | 4 | 2 | 1 | 2 | 85 | 1 | 2 | 2 | 2 | 0 | 1 | 2 | 1 | 0 | 1 |
65 | Paresce, Francesco Leone | UNIVERSITY OF CALIFORNIA, BERKELEY. | 1972 | male | 4 | 49 | 2003 | 6 | 212 | 2015 | 0 | 0 | 0 | 0 | 1 | 3 | 5 | 3 | 1 | 1 | 1 | 1 | 2 | 3 | 3 | 0 | 5 | 1 | 1 | 1 | 1 | 1 | 3 | 1 | 3 | 3 | 0 | 3 | 3 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 3 | 6 | 7 | 5 | 7 | 6 | 4 | 5 | 4 | 5 | 2 | 7 | 3 | 3 | 1 | 2 | 2 | 6 | 2 | 14 | 11 | 12 | 11 | 12 | 3 | 1 | 4 | 2 | 3 | 2 | 2 | 7 | 6 | 5 | 3 | 3 | 0 | 3 | 16 | 8 | 5 | 1 | 0 | 1 | 0 |
66 | Swedlund, John Bradley | UNIVERSITY OF OREGON. | 1972 | male | 3 | 2 | 1974 | 9 | 10 | 1977 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 2 | 5 | 1 | 5 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
67 | Shostak, G. Seth | California Institute of Technology | 1972 | male | 2 | 21 | 2003 | 4 | 31 | 2003 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 3 | 2 | 0 | 2 | 1 | 0 | 2 | 1 | 1 | 1 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 3 | 4 | 2 | 0 | 2 | 1 | 1 | 4 | 1 | 2 | 2 | 3 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
68 | Smithson, Robert Carroll | California Institute of Technology | 1972 | male | 1 | 4 | 1989 | 1 | 6 | 1992 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
69 | Yang, Shin-Nan | STATE UNIVERSITY OF NEW YORK AT STONY BROOK. | 1972 | female | 1 | 19 | 2014 | 1 | 121 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 3 | 1 | 1 | 0 | 2 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 5 | 4 | 3 | 2 | 3 | 3 | 0 | 0 | 6 | 5 | 5 | 5 | 7 | 6 | 2 | 5 | 0 | 1 | 2 | 2 | 3 | 2 | 4 | 1 | 1 | 1 | 1 | 2 | 5 | 3 | 0 | 6 | 4 | 3 | 4 | 0 | 5 | 2 | 4 |
70 | Simon, Lee Will | NORTHWESTERN UNIVERSITY. | 1972 | male | 1 | 1 | 1986 | 1 | 4 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
71 | Baker, Paul Luther | UNIVERSITY OF CALIFORNIA, BERKELEY. | 1972 | male | 1 | 14 | 1981 | 1 | 62 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 4 | 1 | 2 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 3 | 4 | 1 | 2 | 0 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 11 | 8 | 7 | 16 | 4 | 1 | 0 | 0 |
72 | Gilra, Daya Prakash | THE UNIVERSITY OF WISCONSIN - MADISON. | 1972 | male | 2 | 5 | 1982 | 2 | 19 | 1987 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 3 | 2 | 1 | 2 | 0 | 2 | 3 | 3 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
73 | Howard, William Michael | RICE UNIVERSITY. | 1972 | male | 4 | 13 | 1993 | 4 | 31 | 1993 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 2 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 0 | 2 | 3 | 2 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 5 | 1 | 0 | 1 | 1 | 4 | 3 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
74 | Janes, Kenneth Allan | Yale University. | 1972 | male | 3 | 21 | 2017 | 4 | 76 | 2017 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 3 | 0 | 1 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 1 | 0 | 4 | 0 | 2 | 0 | 1 | 2 | 1 | 3 | 2 | 3 | 2 | 4 | 4 | 2 | 5 | 0 | 4 | 5 | 3 | 4 | 1 | 1 | 0 | 1 | 0 | 2 | 0 | 1 | 2 | 3 | 1 | 2 | 0 | 3 | 2 | 0 | 2 | 1 | 0 | 0 |
75 | Krupp, Edwin Charles | UNIVERSITY OF CALIFORNIA, LOS ANGELES. | 1972 | male | 1 | 18 | 2000 | 2 | 20 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 2 | 2 | 3 | 2 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 2 | 2 | 3 | 3 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
76 | Lites, Bruce William | UNIVERSITY OF COLORADO AT BOULDER. | 1972 | male | 1 | 63 | 2017 | 4 | 175 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 3 | 0 | 1 | 1 | 1 | 2 | 2 | 2 | 3 | 1 | 3 | 2 | 2 | 2 | 2 | 0 | 2 | 2 | 0 | 3 | 1 | 1 | 2 | 1 | 2 | 2 | 1 | 0 | 3 | 0 | 2 | 1 | 0 | 1 | 1 | 2 | 2 | 1 | 0 | 2 | 1 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 3 | 2 | 3 | 0 | 4 | 1 | 2 | 3 | 6 | 2 | 3 | 1 | 3 | 2 | 4 | 5 | 2 | 1 | 2 | 2 | 3 | 7 | 2 | 2 | 3 | 5 | 4 | 3 | 2 | 6 | 4 | 4 | 6 | 2 | 5 | 25 | 18 | 8 | 5 | 3 | 0 | 3 | 5 | 1 | 0 |
77 | McCarthy, Dennis Dean | UNIVERSITY OF VIRGINIA. | 1972 | male | 1 | 29 | 2012 | 1 | 74 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 2 | 1 | 1 | 1 | 0 | 3 | 2 | 1 | 0 | 0 | 0 | 2 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 3 | 0 | 4 | 5 | 0 | 1 | 1 | 3 | 4 | 2 | 4 | 4 | 3 | 2 | 2 | 1 | 1 | 1 | 3 | 4 | 1 | 2 | 0 | 0 | 1 | 0 | 2 | 1 | 2 | 5 | 1 | 2 | 0 |
78 | Faber, Sandra Moore | HARVARD UNIVERSITY. | 1972 | female | 2 | 29 | 2016 | 4 | 345 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 3 | 0 | 0 | 4 | 4 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 |  0 | 0 | 1 | 0 | 0 | 3 | 3 | 0 | 1 | 6 | 6 | 2 | 1 | 3 | 4 | 0 | 2 | 4 | 3 | 3 | 4 | 5 | 2 | 7 | 11 | 6 | 6 | 7 | 6 | 14 | 12 | 6 | 5 | 5 | 4 | 7 | 4 | 6 | 8 | 11 | 22 | 7 | 12 | 6 | 11 | 21 | 26 | 21 | 19 | 17 |
79 | Grasdalen, Gary Lars | UNIVERSITY OF CALIFORNIA, BERKELEY. | 1972 | male | 3 | 31 | 1993 | 11 | 101 | 1993 | 0 | 0 | 1 | 0 | 1 | 1 | 5 | 2 | 5 | 7 | 0 | 0 | 4 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 0 | 2 | 6 | 5 | 9 | 8 | 8 | 2 | 0 | 6 | 7 | 3 | 2 | 3 | 5 | 8 | 6 | 4 | 7 | 6 | 4 | 0 | 4 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
80 | Huguenin, Robert Louis | MASSACHUSETTS INSTITUTE OF TECHNOLOGY. | 1972 | male | 1 | 11 | 1987 | 1 | 17 | 1987 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 2 | 3 | 1 | 2 | 0 | 0 | 3 | 2 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
81 | Jennings, Mark Crandall | THE UNIVERSITY OF ARIZONA. | 1972 | male | 3 | 7 | 1988 | 7 | 17 | 2000 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
82 | Kestenbaum, Howard Lee | COLUMBIA UNIVERSITY. | 1972 | male | 3 | 8 | 1978 | 4 | 20 | 1979 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 3 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 3 | 5 | 3 | 8 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
