n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
160 | Ushomirsky, Gregory | UNIVERSITY OF CALIFORNIA, BERKELEY | 1999 | male | 1 | 0 | 1999 | 1 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
161 | Harry, Gregory Michael | UNIVERSITY OF MARYLAND COLLEGE PARK | 1999 | male | 2 | 8 | 2010 | 3 | 180 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 2 | 2 | 1 | 4 | 3 | 10 | 8 | 8 | 10 | 17 | 15 | 10 | 8 | 17 | 6 | 14 | 6 | 29 |
162 | Johnson, Jennifer Anne | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1999 | female | 4 | 16 | 2016 | 11 | 164 | 2017 | 0 | 1 | 0 | 0 | 1 | 2 | 0 | 1 | 3 | 0 | 2 | 1 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 2 |  0 | 4 | 0 | 1 | 3 | 3 | 2 | 1 | 3 | 2 | 7 | 1 | 6 | 6 | 10 | 14 | 17 | 20 | 11 | 11 | 16 | 15 | 15 |
163 | Kelly, Mary Lena Urquhart | UNIVERSITY OF COLORADO AT BOULDER | 1999 | female | 1 | 0 | 1999 | 1 | 6 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
164 | Topasna, Gregory Antonio | VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY | 1999 | male | 1 | 1 | 2013 | 3 | 1 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
165 | Grant, Catherine Elizabeth | THE PENNSYLVANIA STATE UNIVERSITY | 1999 | female | 2 | 2 | 2008 | 2 | 15 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 4 | 0 | 1 | 3 | 1 | 0 | 0 | 2 | 0 |
166 | Powell, Denise Catherine | THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL | 1999 | female | 4 | 1 | 2013 | 5 | 7 | 2015 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 3 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 |
167 | Linder, Suzanne Michele | THE PENNSYLVANIA STATE UNIVERSITY | 1999 | female | 2 | 3 | 2004 | 4 | 14 | 2009 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 3 | 3 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
168 | Kim, Tae-Sun | UNIVERSITY OF HAWAII | 1999 | male | 3 | 9 | 2016 | 10 | 57 | 2017 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 2 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 |  0 | 2 | 2 | 4 | 0 | 2 | 1 | 2 | 7 | 4 | 7 | 0 | 3 | 6 | 3 | 0 | 0 | 0 | 3 | 2 | 6 | 2 | 5 |
169 | Smith, Donald Andrew | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 1999 | male | 11 | 10 | 2008 | 36 | 180 | 2017 | 1 | 0 | 2 | 3 | 2 | 3 | 2 | 0 | 2 | 1 | 2 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 4 | 10 | 4 | 7 | 10 | 3 | 5 | 8 | 7 | 7 | 4 | 10 | 3 | 3 | 36 | 42 | 11 | 7 | 11 | 7 | 4 | 11 |
170 | Wakely, Scott Patrick | UNIVERSITY OF MINNESOTA | 1999 | male | 2 | 12 | 2011 | 6 | 198 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 1 | 3 | 0 | 0 | 0 | 1 | 4 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 4 | 0 | 2 | 2 | 8 | 6 | 21 | 5 | 17 | 5 | 6 | 26 | 15 | 8 | 20 | 9 | 9 | 13 | 11 | 10 |
171 | Norman, Dara Joscelyne | UNIVERSITY OF WASHINGTON | 1999 | female | 2 | 3 | 2009 | 2 | 12 | 2013 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 4 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
172 | Mason, Brian Scott | UNIVERSITY OF PENNSYLVANIA | 1999 | male | 6 | 8 | 2014 | 6 | 62 | 2017 | 0 | 0 | 2 | 2 | 0 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 2 | 2 | 0 | 2 | 2 | 2 | 3 | 4 | 6 | 2 | 2 | 1 | 0 | 5 | 3 | 9 | 6 | 3 | 4 | 4 | 4 |
173 | Wieczorek, Mark Allen | WASHINGTON UNIVERSITY | 1999 | male | 4 | 11 | 2013 | 4 | 68 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 3 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 2 | 3 | 1 | 0 | 3 | 2 | 1 | 3 | 2 | 6 | 1 | 4 | 11 | 6 | 7 | 6 | 8 |
174 | Huber, Albert Kris | UTAH STATE UNIVERSITY | 1999 | male | 1 | 0 | 1999 | 2 | 2 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
175 | Schultz, Gregory Ronald | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1999 | male | 1 | 0 | 1999 | 5 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
176 | Froning, Cynthia Suzanne | THE UNIVERSITY OF TEXAS AT AUSTIN | 1999 | female | 2 | 11 | 2014 | 3 | 51 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 0 | 5 | 1 | 2 | 1 | 1 | 1 | 4 | 7 | 6 | 5 | 3 | 3 | 1 | 4 |
177 | Head, James Norman | THE UNIVERSITY OF ARIZONA | 1999 | male | 1 | 3 | 2015 | 5 | 15 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  1 | 0 | 3 | 0 | 0 | 1 | 1 | 1 | 3 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 2 | 0 |
178 | Haffner, L. Matthew | THE UNIVERSITY OF WISCONSIN - MADISON | 1999 | male | 4 | 3 | 2009 | 8 | 41 | 2017 | 0 | 1 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 4 | 3 | 5 | 4 | 5 | 1 | 0 | 2 | 2 | 1 | 2 | 3 | 1 | 0 | 4 | 2 | 3 | 1 | 1 |
179 | Narayanan, Vijay Krishna | THE OHIO STATE UNIVERSITY | 1999 | male | 6 | 3 | 2001 | 8 | 32 | 2003 | 0 | 0 | 1 | 0 | 1 | 4 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 1 | 5 | 4 | 9 | 14 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
180 | Balch, Christopher Connor | UNIVERSITY OF COLORADO AT BOULDER | 1999 | male | 1 | 1 | 2008 | 1 | 6 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 |
181 | Carlson, Matthew Norman | NEW MEXICO STATE UNIVERSITY | 1999 | male | 3 | 1 | 2001 | 6 | 3 | 2001 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 4 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
182 | Erwin, Henry Peter | THE UNIVERSITY OF WISCONSIN - MADISON | 1999 | male | 1 | 0 | 1999 | 1 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
183 | Panaitescu, Alin-Daniel | THE PENNSYLVANIA STATE UNIVERSITY | 1999 | male | 8 | 33 | 2017 | 9 | 57 | 2017 | 0 | 0 | 0 | 1 | 4 | 3 | 2 | 4 | 1 | 1 | 2 | 2 | 4 | 4 | 3 | 1 | 0 | 2 | 1 | 2 | 2 | 1 | 0 |  0 | 0 | 0 | 2 | 4 | 3 | 5 | 6 | 3 | 3 | 4 | 3 | 6 | 7 | 4 | 2 | 0 | 3 | 3 | 2 | 3 | 1 | 1 |
184 | Skelton, Brooke Patterson | UNIVERSITY OF WASHINGTON | 1999 | female | 2 | 0 | 1999 | 4 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
185 | Zhang, Jie | UNIVERSITY OF MARYLAND COLLEGE PARK | 1999 | male | 16 | 87 | 2017 | 39 | 491 | 2017 | 2 | 5 | 1 | 1 | 5 | 2 | 4 | 4 | 1 | 4 | 4 | 4 | 4 | 5 | 5 | 5 | 8 | 7 | 8 | 4 | 4 | 10 | 4 |  5 | 5 | 2 | 11 | 7 | 9 | 10 | 21 | 5 | 27 | 12 | 27 | 25 | 24 | 47 | 40 | 29 | 29 | 29 | 29 | 38 | 51 | 37 |
186 | Blanton, Michael Rogers | PRINCETON UNIVERSITY | 1999 | male | 3 | 20 | 2016 | 3 | 156 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 3 | 2 | 0 | 4 | 0 | 3 | 2 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 2 | 3 | 3 | 7 | 11 | 10 | 22 | 13 | 7 | 5 | 5 | 8 | 12 | 11 | 8 | 5 | 16 | 9 |
187 | Sokoloski, Jennifer Lynn | UNIVERSITY OF CALIFORNIA, BERKELEY | 1999 | female | 3 | 13 | 2013 | 3 | 64 | 2016 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 1 | 1 | 3 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 2 | 1 | 1 | 2 | 3 | 3 | 3 | 4 | 6 | 6 | 4 | 2 | 3 | 5 | 5 | 5 | 5 | 6 |
188 | Bouwens, Rychard John | UNIVERSITY OF CALIFORNIA, BERKELEY | 1999 | male | 7 | 32 | 2017 | 9 | 174 | 2017 | 0 | 0 | 1 | 1 | 2 | 3 | 0 | 0 | 1 | 2 | 4 | 1 | 3 | 1 | 1 | 2 | 3 | 2 | 2 | 1 | 2 | 2 | 4 |  0 | 0 | 1 | 1 | 2 | 5 | 1 | 1 | 1 | 8 | 10 | 14 | 11 | 4 | 6 | 8 | 14 | 10 | 16 | 15 | 16 | 12 | 22 |
189 | Stevens, Daniel Keith | UNIVERSITY OF CALIFORNIA, BERKELEY | 1999 | male | 1 | 0 | 1999 | 1 | 10 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 5 | 3 | 0 |
190 | Mathiesen, Benjamin Francis | THE UNIVERSITY OF MICHIGAN | 1999 | male | 3 | 2 | 2001 | 4 | 5 | 2009 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
191 | Bardayan, Daniel Wayne | Yale University | 1999 | male | 5 | 19 | 2012 | 10 | 67 | 2017 | 0 | 1 | 0 | 2 | 0 | 2 | 2 | 1 | 2 | 2 | 3 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 3 | 4 | 2 | 3 | 2 | 3 | 6 | 6 | 9 | 3 | 7 | 1 | 5 | 3 | 5 | 5 | 1 | 1 | 2 | 2 |
192 | Berberian, John Edwin | STANFORD UNIVERSITY | 1999 | male | 1 | 0 | 1999 | 1 | 2 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 |
193 | Shmakova, Marina Valentinovna | THE UNIVERSITY OF TENNESSEE | 1999 | female | 2 | 1 | 2000 | 5 | 16 | 2013 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 0 | 2 | 1 | 0 | 2 | 1 | 2 | 2 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 2 | 0 | 0 | 0 |
194 | Cohl, Howard Saul | THE LOUISIANA STATE UNIVERSITY AND AGRICULTURAL AND MECHANICAL COL. | 1999 | male | 2 | 4 | 2012 | 2 | 5 | 2012 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |
195 | Weber, Mark Alan | Department of Physics, Montana State University-Bozeman Bozeman, MT 59717, USA | 1999 | male | 9 | 15 | 2015 | 19 | 243 | 2017 | 3 | 0 | 1 | 0 | 3 | 2 | 0 | 1 | 1 | 1 | 2 | 3 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 2 | 0 |  3 | 2 | 2 | 4 | 4 | 4 | 7 | 7 | 8 | 5 | 11 | 14 | 6 | 11 | 7 | 9 | 7 | 22 | 24 | 19 | 28 | 34 | 19 |
196 | Chary, Ranga-Ram | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1999 | male | 3 | 12 | 2016 | 4 | 150 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 2 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 |  0 | 0 | 0 | 1 | 2 | 1 | 2 | 2 | 2 | 0 | 5 | 8 | 8 | 12 | 8 | 6 | 5 | 26 | 2 | 13 | 16 | 11 | 20 |
197 | Yetzer, Kenneth H. | THE OHIO STATE UNIVERSITY | 1999 | male | 1 | 0 | 1999 | 1 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
198 | Markiel, J. Andrew | THE UNIVERSITY OF ROCHESTER | 1999 | male | 3 | 0 | 1999 | 4 | 1 | 2001 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
199 | Kravtsov, Andrey V. | NEW MEXICO STATE UNIVERSITY | 1999 | male | 4 | 11 | 2013 | 14 | 126 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 1 | 1 | 2 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 |  1 | 1 | 1 | 1 | 1 | 9 | 4 | 5 | 4 | 6 | 6 | 8 | 10 | 6 | 9 | 9 | 8 | 10 | 10 | 8 | 5 | 5 | 10 |
200 | Reiss, David J. | UNIVERSITY OF WASHINGTON | 1999 | male | 2 | 11 | 2014 | 8 | 45 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 2 | 2 | 0 | 0 | 2 | 0 | 0 |  0 | 0 | 1 | 1 | 5 | 1 | 2 | 0 | 0 | 1 | 2 | 5 | 3 | 1 | 0 | 2 | 6 | 4 | 4 | 2 | 6 | 3 | 4 |
201 | McDonald, Douglas Steven | UNIVERSITY OF PENNSYLVANIA | 1999 | male | 1 | 0 | 1999 | 1 | 7 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 |
202 | Smith, Edgar Osbourn | COLUMBIA UNIVERSITY | 1999 | male | 4 | 0 | 1999 | 5 | 24 | 2016 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 1 | 1 | 0 | 3 | 1 | 2 | 1 | 4 | 1 | 1 | 2 | 2 | 0 | 2 | 2 | 1 | 0 | 0 | 2 |
203 | Bus, Schelte John | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 1999 | male | 3 | 1351 | 2011 | 14 | 1411 | 2016 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 3 | 0 | 1342 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 |  1 | 3 | 7 | 1 | 1 | 1 | 1 | 5 | 5 | 2 | 1351 | 3 | 4 | 4 | 7 | 7 | 6 | 6 | 1 | 2 | 2 | 4 | 1 |
204 | Bottorff, Mark Clinton | UNIVERSITY OF KENTUCKY | 1999 | male | 3 | 7 | 2006 | 3 | 17 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 3 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 3 | 1 | 2 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 2 |
205 | Sanwal, Divas | THE UNIVERSITY OF TEXAS AT AUSTIN | 1999 | None | 2 | 1 | 2002 | 2 | 20 | 2006 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 2 | 4 | 4 | 4 | 1 | 2 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
206 | Winebarger, Amy Renee | UNIVERSITY OF ALABAMA IN HUNTSVILLE | 1999 | female | 2 | 16 | 2016 | 2 | 60 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 3 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 2 | 2 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 4 | 5 | 1 | 1 | 2 | 3 | 2 | 0 | 2 | 4 | 2 | 12 | 6 | 2 | 6 |
207 | Barton, Elizabeth Jean | HARVARD UNIVERSITY | 1999 | female | 4 | 9 | 2009 | 7 | 46 | 2016 | 0 | 0 | 1 | 0 | 1 | 2 | 2 | 2 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 1 | 0 | 1 | 3 | 2 | 2 | 0 | 0 | 4 | 0 | 9 | 2 | 1 | 5 | 6 | 6 | 3 | 1 | 1 | 3 | 1 |
208 | Millan-Gabet, Rafael | Harvard-Smithsonian CfA, 60 Garden St. MS 20, Cambridge MA 02138, USA | 1999 | male | 3 | 11 | 2016 | 3 | 76 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 0 | 0 | 1 | 2 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 3 | 1 | 2 | 3 | 3 | 4 | 10 | 5 | 5 | 4 | 8 | 3 | 7 | 4 | 5 | 2 | 6 | 3 |
209 | Woodahl, Brian Arvid | PURDUE UNIVERSITY | 1999 | male | 1 | 0 | 1999 | 1 | 1 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
210 | Spodek, Joshua David | COLUMBIA UNIVERSITY | 1999 | male | 1 | 0 | 1999 | 1 | 1 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
211 | Brown, Edward Francis | UNIVERSITY OF CALIFORNIA, BERKELEY | 1999 | male | 4 | 6 | 2009 | 8 | 104 | 2017 | 0 | 0 | 0 | 0 | 3 | 1 | 2 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 4 | 2 | 3 | 3 | 5 | 1 | 2 | 3 | 2 | 7 | 6 | 8 | 7 | 13 | 6 | 9 | 11 | 5 | 11 |
212 | Shi, Fang | THE UNIVERSITY OF CHICAGO | 1999 | female | 1 | 7 | 2016 | 1 | 42 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 1 | 2 | 4 | 1 | 4 | 6 | 4 | 4 | 7 | 4 |
